total_population,california_county,longitude,latitude,ces_4_0_percentile,low_birth_weight_pctl,cardiovascular_disease_pctl,education_pctl,poverty_pctl,unemployment_pctl
2907,Riverside ,-116.8940377,33.9307499,67.81,33.95,98.23,70.4,91.27,52.52
8105,Santa Clara,-121.8392542,37.2891788,67.8,81.51,58.54,82.31,55.69,32.27
6348,San Benito,-121.4054324,36.847764,67.79,36.66,97.72,76.28,68.48,64.51
4617,Lake ,-122.6403151,38.9565553,67.78,75.33,83.24,70.83,88.09,94.31
3208,Riverside ,-117.5140276,33.9962787,67.76,87.97,75.22,86.86,73.32,80.39
5052,Santa Clara,-121.8808148,37.3157311,67.75,49.62,17.24,91.09,82.54,57.25
3170,Kern ,-118.911723,35.2390042,67.74,28.36,59.82,99.66,99.54,88.68
3140,Los Angeles,-118.5606591,34.1873507,67.73,50.49,50.64,50.52,55.11,29.41
2633,Los Angeles,-118.4788675,34.2429124,67.71,86.76,63.46,40.46,11.03,61.53
8986,Orange ,-117.9487797,33.8264301,67.7,55.38,37.08,65.2,43.73,32.27
4041,San Diego,-117.0801318,32.6994123,67.69,87.02,67.3,62.68,74.97,91.27
7811,Riverside ,-117.0240132,33.8219345,67.68,41.72,87.61,63.76,64.03,85.83
3270,Los Angeles,-118.2009322,34.0498932,67.66,8.85,64.26,98.28,79.91,10.66
2540,Merced ,-120.7492817,37.3413009,67.65,6.34,79.71,93.36,62.84,44.35
4844,Los Angeles,-118.1600342,33.8351031,67.64,40.47,63.46,35.22,47.5,59.38
3573,Los Angeles,-118.3029424,34.0726364,67.62,62.11,34.96,70.69,78.2,4.89
5012,San Joaquin,-121.2222157,37.8041434,67.61,33.95,90.5,76.42,75.72,84.98
7241,Orange ,-117.856975,33.7385343,67.6,39.52,9.14,97.47,93.92,19.59
5250,San Bernardino,-117.6439623,34.0248561,67.59,27.6,66.05,62.22,46.61,66.61
7008,San Bernardino,-117.1893601,34.0811964,67.57,80.99,60.12,72.25,43.53,40.6
4552,Los Angeles,-118.5842954,34.1833588,67.56,39.52,68.71,4.21,50.4,74.1
4750,Los Angeles,-118.1353858,34.0587488,67.55,71.26,31.29,69.2,60.01,69.13
4517,San Diego,-117.0400229,32.6036598,67.54,51.82,50.02,73.42,53.87,95.02
4474,Monterey ,-121.6367228,36.6483701,67.52,46.77,49.34,51.47,62.25,21.11
3903,Los Angeles,-118.4556969,34.2687178,67.51,68.41,66.19,70.4,30.78,22.57
4100,San Joaquin,-121.362321,38.0003872,67.5,91.78,55.1,32.94,53.27,74.74
6441,Orange ,-117.9852856,33.7483608,67.49,95.73,35.72,80.18,78.45,87.39
3370,Los Angeles,-118.2701989,33.8026513,67.47,42.8,60.82,71.08,41.03,15.84
4349,Los Angeles,-118.3395158,34.2409055,67.46,87.49,25.5,43.07,50.4,56.19
4183,Los Angeles,-118.0053624,34.0341304,67.45,25.66,60.71,56.97,30.29,91.12
5011,Napa ,-122.3010777,38.3110736,67.44,79.91,40.91,81.84,58.02,78.33
6726,Los Angeles,-118.0773655,34.5829354,67.42,79.41,93.27,88.98,86.38,96.81
8440,San Bernardino,-117.3247037,34.4831244,67.41,86.81,98.31,71.75,80.34,94.09
2542,Los Angeles,-118.3718243,34.0405392,67.4,76.82,9.41,49.97,29.46,35.02
6084,San Bernardino,-117.6396784,34.1124251,67.39,30.59,89.05,45.18,40.11,53.89
6745,Alameda ,-122.1097202,37.6603503,67.37,70.81,74.64,72.51,59.82,13.18
5186,Fresno ,-119.691083,36.8160111,67.36,58.56,21.73,55.99,72.84,92.19
3616,Contra Costa,-121.7845356,38.0085744,67.35,50.49,95.83,52.52,53.04,83.22
3749,San Joaquin,-121.3549153,38.0224563,67.33,95.83,23.47,70.08,89.66,95.02
4982,Santa Clara,-121.8863954,37.3232689,67.32,35.85,14.28,85.32,86.51,58.36
4331,Los Angeles,-118.2504362,34.0929176,67.31,73.76,18.01,45.58,30.46,35.02
5366,Los Angeles,-117.8924325,34.008773,67.3,22.08,41.16,88.4,79.46,61.53
7128,Orange ,-117.9890346,33.8247749,67.28,15.1,40.83,60.15,57.79,32.27
3336,San Diego,-117.0744466,32.6801039,67.27,80.99,53.75,67.12,61.08,76.05
6519,Orange ,-117.9678496,33.9227729,67.26,24.08,66.33,33.89,53.04,76.69
5816,Los Angeles,-118.0409409,33.9459765,67.25,40.66,95.56,65.95,32.27,40.6
2265,San Diego,-116.9804886,32.7886293,67.23,73.33,47.32,26.94,47.75,92.88
3720,Los Angeles,-118.3681384,34.1420581,67.22,49.28,50.12,1.46,37.16,88.4
5745,San Diego,-117.146338,32.8015387,67.21,62.88,32.12,24.12,60.21,81.01
4140,Los Angeles,-118.0387822,33.8799253,67.2,86.03,41.95,37.65,20.8,46.99
7788,Ventura ,-119.1821358,34.1511164,67.18,37.88,64.73,99.32,99.21,43.09
2816,Los Angeles,-118.2857001,33.7081194,67.17,31.33,64.02,29.68,70.13,76.05
4159,Fresno ,-119.7157537,36.7809252,67.16,89.65,11.17,44.94,77.58,76.05
4115,Riverside ,-117.4379056,33.9098243,67.15,14.49,84.26,69.92,49.55,51.26
4611,Tulare ,-119.3219739,36.2189133,67.13,41.15,93.07,65.65,71.91,23.75
1873,San Joaquin,-121.308748,37.9905867,67.12,61.01,39.08,69.37,83.17,89.93
5417,Los Angeles,-118.3214867,34.0120868,67.11,99.87,39.64,60.31,60.45,13.18
5865,San Diego,-116.9433532,32.8039448,67.1,18.4,56.01,72.08,90.63,69.98
6526,Riverside ,-116.9530089,33.8767216,67.08,NA,93.43,19.75,30.29,94.31
4671,Kings ,-119.5738328,36.1028669,67.07,29.46,91.71,88.03,86.97,96.12
5348,Orange ,-117.941414,33.8142414,67.06,47.96,37.3,70.83,79.31,63.42
4291,Santa Barbara,-120.4266148,34.9494695,67.04,58.79,52.01,74.8,68.83,11.87
4182,Monterey ,-121.6341984,36.6844661,67.03,24.31,42.4,97.75,90.05,43.09
4125,Los Angeles,-117.7134071,34.0874081,67.02,64.78,36.17,57.92,64.9,44.35
4144,Los Angeles,-118.0266537,33.9324918,67.01,73.33,89.49,45.9,25.43,28.2
3968,Los Angeles,-117.9791262,34.0869771,66.99,42.8,65.07,81.14,58.91,63.42
17848,Stanislaus ,-121.1449685,37.4647933,66.98,51.31,74.03,73.16,61.55,84.58
2355,Santa Clara,-121.9948126,37.4495367,66.97,98.85,40,73.42,27.85,36.44
4682,Los Angeles,-118.3047254,34.0635374,66.96,70.81,7.89,65.65,82.21,7.77
7096,Alameda ,-122.1823031,37.7661964,66.94,98.54,70.92,85.59,76.71,63.42
2237,Los Angeles,-118.2823148,34.0887786,66.93,80.51,37.08,53.4,44.41,73.41
7871,San Diego,-117.0885683,32.5703957,66.92,30.13,45.46,70.08,78.2,93.83
4382,Alameda ,-122.0944503,37.6535732,66.91,68.41,90.15,51.73,23.66,21.11
6226,Solano ,-122.0396821,38.2655647,66.89,65.37,81.09,64.79,80.87,80.39
1645,Riverside ,-114.6691382,33.5281628,66.88,92.89,98.11,74.34,70.53,55.02
4524,Los Angeles,-118.548089,34.2422846,66.87,45.06,90.2,36.56,36.28,35.02
4844,Orange ,-117.890759,33.9160273,66.86,28.96,52.62,61.66,32.05,65.63
4135,San Mateo,-122.4061516,37.6273351,66.84,23.66,33.92,58.92,19.38,57.25
2193,Los Angeles,-118.2529675,34.0564422,66.83,57.72,35.9,1.77,44.22,72.53
6598,Solano ,-121.9839893,38.1435924,66.82,32.27,88,54.07,41.24,35.02
5433,Ventura ,-119.2319857,34.2098935,66.81,53.85,54.22,57.52,20.6,18.31
5674,Sacramento ,-121.4931707,38.5073142,66.79,67.56,77.99,58.15,73.2,84.58
4282,Los Angeles,-118.3512616,34.0067001,66.78,94.03,79.35,14.17,37.89,70.9
4445,Los Angeles,-118.5581266,34.1781538,66.77,6.34,49.25,34.38,24.72,84.58
7566,San Bernardino,-117.4982025,34.0426943,66.75,37.88,71.54,69.78,58.02,56.19
5113,Alameda ,-122.0851818,37.65183,66.74,78.86,90.15,70.4,51.95,23.75
4185,Monterey ,-121.6700057,36.6893565,66.73,62.98,32.54,77.99,51.41,71.67
5498,San Bernardino,-117.3017356,34.168967,66.72,30.84,91.8,83.45,88.37,90.33
4957,Los Angeles,-117.9121142,34.0923121,66.7,87.09,69.42,46.81,27.35,56.19
4031,San Diego,-117.0553352,32.7498573,66.69,76.12,45.54,62.86,47.32,75.38
4337,Tulare ,-119.2990915,36.302965,66.68,76.12,55.21,39.53,54.55,51.26
5336,Imperial ,-115.5741155,32.7833677,66.67,17.36,88.27,70.22,72.4,95.29
5622,Riverside ,-117.522205,33.8381856,66.65,57.39,73.03,67.3,54.23,33.58
8751,Los Angeles,-118.1569902,34.7127561,66.64,98.72,90.84,46.81,74.46,17.11
4505,Los Angeles,-118.2914165,33.7249036,66.63,40.66,64.02,68.03,64.17,11.87
3281,San Joaquin,-121.2262076,37.9949416,66.62,35.23,83.57,54.42,57.63,33.58
5946,Los Angeles,-118.2363625,34.1347576,66.6,52.36,79.3,29.68,30.46,44.35
5930,Orange ,-117.9275368,33.648434,66.59,53.85,24.21,86.47,82.94,51.26
3880,San Diego,-117.0438659,32.7495164,66.58,90.29,3.58,43.41,55.69,73.41
4886,Los Angeles,-118.3631083,34.0499363,66.57,43.55,41.61,34.78,23.91,62.4
6707,Los Angeles,-118.3390315,34.1531211,66.55,79.46,26.62,18.36,42.61,78.33
4654,Sacramento ,-121.3831371,38.4891675,66.54,48.99,88.11,68.55,71.42,93.71
4402,San Joaquin,-121.2760564,38.1085229,66.53,75.12,84.18,80.87,81.14,79.72
5178,Alameda ,-122.1734869,37.7234343,66.52,14.78,42.49,70.93,48.2,35.02
7083,San Joaquin,-121.4382804,37.758114,66.5,7.06,68.76,73.42,56.67,59.38
4808,San Bernardino,-117.6895559,34.0704075,66.49,61.71,79.46,73.42,43.33,82.74
2785,Tulare ,-119.3587347,36.3345065,66.48,65.18,65.98,58.28,43.14,56.19
7541,Contra Costa,-122.3399755,37.9485499,66.46,47.1,61.58,84.92,68.27,33.58
6646,Los Angeles,-118.0024823,34.0145909,66.45,5.12,45.97,52.87,44.62,71.67
7938,Riverside ,-117.2002245,33.9319935,66.44,75.56,87.41,72.08,62.47,64.51
8774,Riverside ,-117.5770354,33.8991933,66.43,55.61,63.31,71.75,78.88,86.75
3357,Riverside ,-117.2480601,33.919149,66.41,93.06,96.11,73.63,85.5,96.46
7804,San Mateo,-122.4802873,37.7001002,66.4,95.19,61.08,33.49,60.01,90.33
4063,Los Angeles,-118.1350954,34.615092,66.39,14.22,59.5,75.09,63.24,84.58
4318,Los Angeles,-118.3022262,34.0595607,66.38,3.03,38.11,77.87,83.34,63.42
1864,Los Angeles,-118.2791664,34.0871531,66.36,33.73,60.59,21.67,59.52,NA
6734,Riverside ,-116.1437183,33.5349272,66.35,53.85,47.32,96.23,95.5,93.83
4938,San Joaquin,-121.3141008,38.0245526,66.34,94.66,97.36,71.08,79.46,92.4
2902,San Joaquin,-121.1494646,38.1621306,66.33,98.79,85.77,62.22,62.66,74.1
2777,Alameda ,-122.0784575,37.6929313,66.31,88.5,58.21,33.49,31.55,17.11
2424,Los Angeles,-118.3311523,34.0164074,66.3,72.85,39.81,22.77,33.54,39.21
1977,Los Angeles,-117.9577635,34.0523638,66.29,99.77,27.02,54.62,57.14,81.69
5021,Orange ,-117.8809064,33.7217274,66.28,53.16,45.25,85.32,56.85,26.86
1921,Los Angeles,-118.363824,33.9791778,66.26,99.83,73.78,25.89,34.21,89.46
8316,Los Angeles,-118.1063383,33.9502684,66.25,77.19,52.78,71.2,25.72,5.57
5449,Riverside ,-116.2405275,33.7074307,66.24,47.4,74.58,65.03,91.7,52.52
6082,Los Angeles,-117.9273307,34.0421045,66.23,47.96,52.01,70.58,41.24,84.98
3419,Los Angeles,-118.4651573,34.1682378,66.21,58.02,41.35,22.22,40.11,68.4
5366,Los Angeles,-118.3181299,33.8382367,66.2,37.58,50.02,20.29,31.55,45.78
2393,Sacramento ,-121.4883176,38.5331684,66.19,24.31,77.65,51.73,58.02,65.63
2156,Alameda ,-122.3013426,37.8590327,66.17,43.08,34.18,28.45,43.53,63.42
6731,Los Angeles,-118.1602397,34.1761857,66.16,78.36,41.45,65.03,55.11,30.88
2646,Kings ,-119.5624953,36.0861268,66.15,40.47,91.71,92.52,89.17,69.98
4262,Riverside ,-117.5555915,33.8928291,66.14,86.35,56.12,58.28,51.09,21.11
6286,San Bernardino,-117.7068103,34.0262054,66.12,25.9,83.15,60.31,53.87,74.74
5120,Los Angeles,-118.3045508,34.0218497,66.11,68.41,36.17,88.31,68.63,28.2
2831,Los Angeles,-118.1255878,34.0719031,66.1,52.85,13.35,75.74,65.28,48.26
2910,Los Angeles,-118.1346836,34.6528656,66.09,74.02,87.67,33.49,81.49,46.99
5839,Los Angeles,-118.4590006,34.3228508,66.07,88.09,57.13,77.59,42.76,6.3
3549,Yolo ,-121.5229093,38.5728417,66.06,2.66,77.26,53.13,44.87,58.36
5648,Orange ,-117.8422033,33.7378844,66.05,30.59,4.08,88.4,79.82,57.25
4011,San Bernardino,-114.6750382,34.8240667,66.04,NA,78.44,49.19,84.12,55.02
6349,Fresno ,-119.8713084,36.7790926,66.02,78.56,65.89,63.2,74.05,93.3
5152,Sacramento ,-121.4637479,38.5542221,66.01,27.6,94.02,39.53,55.39,48.26
4667,Los Angeles,-118.2616851,34.0468661,66,18.17,15.67,33.49,46.61,32.27
6222,Contra Costa,-122.0446085,37.9550364,65.99,47.4,23.59,85.32,92.79,43.09
5455,San Diego,-117.1129542,32.5860463,65.97,72.9,65.27,63.6,74.28,79.72
4949,Los Angeles,-117.958718,34.0454982,65.96,31.08,69.11,77.73,43.89,66.61
3767,Alameda ,-122.088523,37.6282241,65.95,75.33,80.96,62.86,27.05,21.11
3324,San Joaquin,-121.3526635,38.0244365,65.94,66.64,66.15,64.26,69.96,94.83
3369,Los Angeles,-118.0369951,33.9792515,65.92,12.77,75.46,57.92,84.33,7.14
4180,Alameda ,-122.2529164,37.7847324,65.91,59.19,51.82,54.07,48.92,63.42
3532,Yolo ,-121.7607119,38.6846131,65.9,1.55,56.78,64.1,73.63,77.76
7745,Monterey ,-121.6498809,36.6928867,65.89,51.31,47.32,82.99,74.97,64.51
6404,Riverside ,-117.4673294,33.9886544,65.87,74.9,76.96,49.77,37.64,59.38
2892,Riverside ,-116.9520967,33.7440141,65.86,49.28,87.2,81.23,94.23,98.71
3202,Los Angeles,-118.3390052,33.8758587,65.85,55.38,63.14,41.23,50.4,77.76
7633,Santa Clara,-121.8672939,37.3736366,65.83,88.95,53.1,44.01,39.62,75.38
2427,Monterey ,-121.848484,36.6152554,65.82,28.36,47.18,73.63,75.4,61.53
4485,San Diego,-117.1144635,32.575638,65.81,75.33,73.97,42.66,61.28,91.55
4235,Los Angeles,-118.4496946,34.045202,65.8,93.65,34.18,38.47,55.5,49.86
7489,Alameda ,-122.1115983,37.6431726,65.78,41.47,80.96,49.19,33.2,49.86
7302,Monterey ,-121.6171939,36.6799302,65.77,40.47,54.36,99.97,92.79,37.71
6865,Sacramento ,-121.5081768,38.6170872,65.76,63.32,81.92,40.81,45.2,68.4
5469,Monterey ,-121.4841399,36.4990122,65.75,26.87,77.72,98.37,79.66,2.29
4046,Kern ,-118.9550626,35.4034052,65.73,81.22,77.94,67.3,68,49.86
6222,Orange ,-117.9632386,33.8104078,65.72,46.29,63.75,65.2,65.28,15.84
3373,Los Angeles,-118.3237463,33.9545341,65.71,99.73,80.1,32.16,43.53,23.75
5636,Merced ,-120.4472741,37.3136674,65.7,90.89,99.88,62.22,59.82,66.61
2562,Tulare ,-119.3406647,36.3236674,65.68,69.68,50.32,60.63,92.26,0.64
7803,San Diego,-117.0496159,32.5641527,65.67,49.91,80.42,87.13,81.07,91.55
5611,Los Angeles,-118.4124465,34.3054778,65.66,42.2,56.61,62.48,43.14,3.58
3344,Los Angeles,-117.9014438,34.03455,65.65,68.54,9.6,44.34,57.79,80.39
2549,San Diego,-117.0326038,32.6009941,65.63,87.02,50.02,63.93,43.14,88.08
6583,Riverside ,-117.5971368,33.870484,65.62,15.49,84.52,73.42,72.58,76.69
5553,San Bernardino,-117.5314807,34.0931847,65.61,32.27,14.18,85.48,70.44,44.35
2553,Butte ,-121.5403556,39.4956403,65.6,56.88,95.54,61.66,98.35,76.05
5416,San Benito,-121.4128378,36.8305526,65.58,67.17,94.32,46.51,28.17,56.19
5264,Orange ,-117.7041363,33.6236733,65.57,56.61,52.16,65.03,49.72,44.35
5199,San Diego,-117.0584994,32.5607791,65.56,28.96,80.42,92,86.07,94.09
2895,San Joaquin,-121.2955499,37.9973494,65.54,88.95,55.98,71.55,93.67,87.69
6015,Kern ,-117.8250807,35.5740597,65.53,77.05,96.4,35.22,56.85,78.97
4295,Sacramento ,-121.4602788,38.532368,65.52,83.85,86.32,84.92,94.23,96.02
4071,Los Angeles,-118.2856809,34.0209197,65.51,NA,13.5,NA,99.81,99.91
3902,Riverside ,-117.4846527,33.9292791,65.49,54.62,78.86,85.7,80.28,40.6
4293,Los Angeles,-118.1799258,33.7665662,65.48,98.96,46.24,22.77,47.5,58.36
4788,Santa Clara,-121.8725149,37.3061692,65.47,19.59,4.9,71.32,77.2,88.4
7724,Tehama ,-122.2426817,40.1524476,65.46,24.31,98.02,37.28,94.33,98.11
5395,San Diego,-117.0830585,32.7531727,65.44,87.22,19.74,85.18,94.26,79.72
7220,Riverside ,-116.2106697,33.7098989,65.43,17.21,69.49,78.51,85.55,98.33
5659,Santa Clara,-121.8796401,37.3330035,65.42,55.85,49.36,66.46,93.92,97.85
4119,San Bernardino,-117.6740258,34.0155355,65.41,92.71,83.15,74.17,62.35,60.57
7596,Alameda ,-122.0427542,37.6011866,65.39,88.85,63.57,46.81,28.86,11.87
3254,Los Angeles,-117.7311684,34.071705,65.38,26.87,84.37,84.18,39.97,75.38
6764,Riverside ,-116.9786785,33.7246399,65.37,67.37,96.22,70.83,76.43,95.5
4043,Los Angeles,-118.1483611,34.1633406,65.36,80.73,17.9,92.41,97.02,21.11
4091,Los Angeles,-118.0236715,33.9207603,65.34,20.27,81.31,73.42,49.55,17.11
4903,Orange ,-117.9979307,33.7265017,65.33,57.72,48.22,27.61,60.21,49.86
4657,Los Angeles,-118.4585185,34.1616765,65.32,73.33,69.65,23.66,28.17,74.1
2371,Kern ,-119.0832776,35.3924388,65.31,84.85,89,20.86,56.85,13.18
6284,San Diego,-117.0958327,32.5996184,65.29,24.57,43.22,82.92,61.55,78.97
5286,Santa Clara,-121.8346802,37.3256266,65.28,46.01,66.44,87.02,74.7,28.2
3195,Los Angeles,-118.4653518,34.2615445,65.27,49.91,66.19,46.23,38.57,72.53
1343,San Bernardino,-114.8402003,34.5022634,65.25,NA,74.95,66.63,78.1,99.65
5028,Los Angeles,-118.0348881,33.9393795,65.24,73.07,60.71,61.81,37.64,NA
7290,Contra Costa,-121.732928,37.9993161,65.23,45.34,85.97,59.57,68.94,37.71
4478,Riverside ,-117.4884574,33.8925283,65.22,26.64,86.54,73.84,44.87,14.39
3404,Fresno ,-119.9948664,36.795996,65.2,45.87,26.76,80.57,79.2,98.44
4519,Kings ,-119.676661,36.331353,65.19,18.17,98.4,46.23,43.33,59.38
5023,Orange ,-117.9286916,33.9388223,65.18,37.23,53.19,69.37,47.5,68.4
