total_population,california_county,longitude,latitude,ces_4_0_percentile,low_birth_weight_pctl,cardiovascular_disease_pctl,education_pctl,poverty_pctl,unemployment_pctl
4624,Los Angeles,-118.4248557,33.9571656,24.23,23.92,12.99,2.71,22.71,51.26
3532,Riverside ,-116.928542,33.7748145,24.22,46.29,90.47,59.11,82.36,49.86
4359,San Francisco,-122.4156811,37.8016201,24.21,16.63,6.02,33.49,24.72,7.77
5401,Sonoma ,-122.6647282,38.2087678,24.19,53.85,63.51,49.19,22.47,45.78
5006,Contra Costa,-122.2874536,38.0174202,24.18,40.47,38.73,17.79,8.24,32.27
3468,San Diego,-117.021233,32.6400015,24.17,1.22,48.22,55.53,21.27,44.35
3059,Sacramento ,-121.2790825,38.6948104,24.16,24.76,68.89,33.49,43.53,66.61
6037,San Diego,-117.1317978,32.7580745,24.14,53.46,4.32,39.21,56.22,44.35
4029,San Diego,-117.0971848,33.1596959,24.13,56.12,57.96,44.34,33,58.36
5065,Placer ,-121.305388,38.7653645,24.12,28.96,66.77,44.94,47.11,13.18
6226,Sacramento ,-121.2146576,38.6722963,24.1,19.17,59.31,31.36,31.26,15.84
5202,Orange ,-117.7987172,33.6693462,24.09,31.08,3.64,17.79,26.67,46.99
3832,Riverside ,-116.4861035,33.7942098,24.08,67.17,35.56,17.25,65.08,84.98
5799,San Diego,-116.9758103,32.7537922,24.07,71.79,19.35,35.54,45.06,80.39
2634,San Diego,-117.2341464,32.8680044,24.05,55.07,0.19,7.82,65.93,21.11
8008,San Diego,-117.0421575,32.7618944,24.04,34.18,21.87,28.83,51.09,25.23
3833,San Mateo,-122.2583149,37.5669749,24.03,96.2,24.44,22.77,10.14,44.35
7095,Fresno ,-119.7387266,36.8739461,24.02,68.41,9.92,32.94,20.38,22.57
4651,San Mateo,-122.3620094,37.5820548,24,21.44,12.06,17.25,21.72,66.61
2788,Los Angeles,-118.6261323,34.1903616,23.99,0.85,55.72,29.3,20.95,1.55
5262,Santa Clara,-121.9703514,37.3123141,23.98,83.62,10.98,24.12,29.74,69.13
4570,Fresno ,-119.8536493,36.829804,23.97,26.64,21.73,35.54,27.35,19.59
4458,Sonoma ,-122.759351,38.4702328,23.95,25.43,61.81,41.6,41.24,63.42
6218,Contra Costa,-121.7753475,37.978244,23.94,23.92,77.68,44.65,17.71,53.89
4488,San Diego,-117.0210214,32.6453703,23.93,78.21,22.92,31.7,39.62,41.84
2873,Alameda ,-122.1847835,37.7884276,23.92,7.66,38.66,20.86,19.12,4.89
6657,San Bernardino,-117.1945742,34.4570452,23.9,76.82,96.83,60.63,68.27,89.19
3237,Santa Barbara,-119.8231719,34.4459283,23.89,91.48,18.46,19.29,9.64,33.58
2647,Alameda ,-122.2131962,37.8055076,23.88,36.66,20.86,30.03,37.89,63.42
4852,Los Angeles,-118.3878823,33.8113912,23.87,57.39,15.93,14.17,19.6,32.27
3726,San Diego,-117.2344938,32.7981576,23.85,78.21,12.99,36.56,57.63,18.31
5574,Ventura ,-118.6825555,34.3349364,23.84,1.5,61.58,30.03,20.6,53.89
7605,San Bernardino,-117.5382961,34.4739103,23.83,46.77,64.78,68.75,84.7,98.2
7481,Alameda ,-121.9732494,37.5647659,23.81,71.64,36.28,33.49,3.33,23.75
3702,Ventura ,-119.0440952,34.1672985,23.8,28.36,33.92,18.81,6.92,92.4
4840,Los Angeles,-117.945019,33.9575548,23.79,12.77,66.33,30.87,16.56,17.11
4943,Monterey ,-121.6841172,36.8477738,23.78,9.85,5.75,79.27,59.37,22.57
5576,Santa Clara,-122.0021282,37.3613051,23.76,67.65,0.79,22.22,11.67,60.57
2859,El Dorado,-119.9875001,38.9351151,23.75,43.55,3.25,37.28,72.84,78.33
4562,El Dorado,-120.5987224,38.7682537,23.74,29.66,23.82,32.16,72.63,43.09
3528,San Diego,-117.252727,32.9053825,23.73,82.61,0.14,22.22,19.38,NA
4722,Los Angeles,-118.2228031,34.4705275,23.71,1.68,33.5,36.56,33,55.02
2565,San Diego,-117.0530788,33.1461143,23.7,36.41,53.5,65.65,44.22,13.18
6971,Orange ,-117.8936526,33.6580897,23.69,6.21,9,14.78,26.38,30.88
2407,Riverside ,-116.2433518,33.7486002,23.68,NA,44.64,5.86,36.8,57.25
5763,Riverside ,-117.1314932,33.5116005,23.66,1.5,94.27,37.65,60.28,36.44
6528,Alameda ,-122.2592723,37.8631882,23.65,17.68,26.15,13.11,95.41,48.26
3170,Ventura ,-118.7806622,34.2611513,23.64,57.72,60.06,31.36,27.05,32.27
7543,Alameda ,-121.9915834,37.5591933,23.63,79.41,42.05,26.42,25.25,9.72
4953,Orange ,-118.0222289,33.7774482,23.61,26.87,21.04,31.36,2.12,39.21
4658,San Francisco,-122.4295509,37.7760456,23.6,76.44,6.75,20.86,19.6,21.11
4449,Santa Clara,-121.801472,37.3487217,23.59,40.11,27.94,81.84,43.89,63.42
8936,Sacramento ,-121.3727251,38.7214772,23.58,16.63,95.7,22.22,39.4,32.27
3563,Santa Clara,-122.0922777,37.4060297,23.56,6.21,19.2,45.18,34.92,7.77
3354,Siskiyou ,-122.6399825,41.7431803,23.55,NA,70.15,41.23,68.63,36.44
3369,San Diego,-117.1650168,33.2134255,23.54,37.02,33.67,38.47,26.38,32.27
3754,Nevada ,-120.601709,39.4097111,23.52,13.5,23.94,25.5,62.84,6.3
2420,Sacramento ,-121.2885102,38.6709519,23.51,23.27,46.24,40.07,52.71,63.42
1642,Riverside ,-116.4919557,33.7045459,23.5,99.68,33.6,45.18,61.65,78.33
3797,Los Angeles,-118.0900164,34.15374,23.49,5.03,22.82,16.79,11.95,14.39
4054,Riverside ,-117.1494297,33.6962146,23.47,48.99,75.07,44.65,23.66,94.83
5664,Alameda ,-121.8911928,37.7208265,23.46,73.07,22.23,38.47,8.07,4.23
7092,Riverside ,-117.5826965,33.8372032,23.45,69.99,66.77,26.42,17.49,39.21
4400,Alameda ,-122.2603183,37.8773131,23.44,15.87,4.22,13.67,76.43,55.02
3535,Santa Clara,-121.9070616,37.3010965,23.42,64.18,33.92,30.87,13.52,44.35
3409,San Luis Obispo,-120.6420907,35.2838276,23.41,12.14,14.36,2.3,71.71,0.91
1974,Los Angeles,-118.6355485,34.4635721,23.4,82.91,35.18,8.42,15.03,53.89
6532,Orange ,-117.7984075,33.684115,23.39,63.32,25.07,2.3,14.27,5.57
10263,Sonoma ,-122.8390298,38.5354711,23.37,10.94,40.64,54.85,27.85,35.02
5042,Ventura ,-118.7532358,34.2967394,23.36,74.7,43.41,15.78,13.52,63.42
5126,San Francisco,-122.4287994,37.7196247,23.35,28.07,26.15,66.82,14.79,28.2
2384,San Mateo,-122.4282283,37.620041,23.34,13.14,52.73,NA,20.1,NA
8810,Santa Clara,-121.8355147,37.3842879,23.32,83.62,54.09,62.22,36.98,33.58
6212,Los Angeles,-118.5076229,34.0293136,23.31,77.55,5.21,3.11,18.18,53.89
10800,Riverside ,-116.2164629,33.7444899,23.3,21.82,44.64,44.34,41.48,35.02
2968,Alameda ,-122.2586656,37.8112134,23.29,3.03,9.53,26.42,42.11,30.88
6326,Sacramento ,-121.3008459,38.6709692,23.27,12.97,51.46,31.7,49.31,46.99
1650,Modoc ,-121.2561842,41.5000454,23.26,NA,22.48,69.64,85.44,NA
4314,Orange ,-117.6955373,33.8098494,23.25,12.59,22.59,27.2,12.45,60.57
4034,Orange ,-117.9840914,33.664929,23.23,79.73,29.65,5.1,14.66,19.59
2679,Orange ,-118.0942214,33.7535479,23.22,7.95,22.73,21.67,0.83,32.27
5722,Yolo ,-122.1271651,38.8344702,23.21,7.06,13.16,68.25,69.96,32.27
4007,Placer ,-121.2750016,38.7246552,23.2,57.72,61.08,20.29,20.1,NA
3202,Riverside ,-117.6015989,33.9103842,23.18,4.4,62.26,53.87,26.67,1.15
4121,San Bernardino,-117.2161238,34.261789,23.17,43.55,63.72,27.61,59.52,NA
2557,Orange ,-117.9924346,33.6509015,23.16,17.68,39.46,43.07,31.26,19.59
4104,Orange ,-117.6666498,33.5912214,23.15,34.77,37,12.02,20.1,70.9
5255,San Francisco,-122.4307918,37.7116589,23.13,81.22,9,65.53,34.7,30.88
4008,Santa Barbara,-120.4277159,34.8722878,23.12,79.28,32.42,42.29,35.15,92.4
8558,Contra Costa,-122.1215423,38.0042221,23.11,19.78,48.92,13.67,15.33,41.84
6463,Ventura ,-118.8610975,34.1532016,23.1,37.88,23.13,18.36,12.69,51.26
4186,Butte ,-121.894685,39.7660786,23.08,52.85,44.25,30.03,48.44,30.88
4129,Fresno ,-119.8416197,36.8461939,23.07,25.43,23.13,7.4,6.08,7.14
6035,Los Angeles,-118.6225617,34.4592531,23.06,26.29,27.63,12.02,6.92,48.26
3743,Los Angeles,-118.4473996,34.0100779,23.05,63.32,37.99,5.1,12.45,14.39
4658,Orange ,-117.9480646,33.6815196,23.03,28.36,25.21,20.29,33.77,23.75
6779,El Dorado,-120.937104,38.6377284,23.02,60.57,29.45,23.66,39.21,70.9
2825,Orange ,-117.7696789,33.8488293,23.01,59.76,17.92,16.21,29.21,78.97
1685,San Bernardino,-116.8619415,34.2352744,23,99.17,99.41,0,39.97,1.9
6726,Santa Clara,-121.9716416,37.3045269,22.98,62.88,14.89,42.66,53.87,28.2
3534,Sonoma ,-122.8126591,38.5565372,22.97,66.28,54.96,48.84,3.73,2.73
5123,Orange ,-117.9845181,33.6939742,22.96,6.94,9.83,19.75,38.91,76.69
6718,Orange ,-117.8827408,33.633742,22.95,30.59,13.82,11.35,28.42,11.87
4793,Butte ,-121.8867963,39.7376442,22.93,14.49,19.95,12.02,66.11,94.83
6842,Alameda ,-122.0152514,37.7272587,22.92,90.67,25.07,22.77,3.54,43.09
2631,Mariposa ,-119.7878947,37.5805409,22.91,39.2,99.43,31.36,57.63,NA
6909,Placer ,-121.303039,38.8903019,22.89,16.63,63.31,70.4,64.72,3.58
2720,San Diego,-116.8231087,33.072914,22.88,87.97,47.52,41.23,39.4,15.84
4735,San Joaquin,-121.2973297,38.1227092,22.87,33.44,67.57,25.89,22.71,23.75
5637,Los Angeles,-117.7540975,34.1305665,22.86,3.96,58.39,13.67,2.47,66.61
5460,Los Angeles,-118.564234,34.2868634,22.84,25.66,63.6,15.78,1.98,23.75
6104,Santa Clara,-121.9270197,37.2713891,22.83,69.35,13.91,26.94,12.84,36.44
4416,Orange ,-117.9411674,33.6642944,22.82,37.23,13.77,41.85,22.47,29.41
4832,San Francisco,-122.4293428,37.78334,22.81,38.71,0.69,28.45,50.01,19.59
3381,Los Angeles,-118.4898132,34.0339243,22.79,41.15,57.49,2.3,6.48,55.02
5033,Sonoma ,-122.6438313,38.2600055,22.78,11.82,51.61,41.23,33.37,23.75
5447,Orange ,-117.7543564,33.7169413,22.77,46.77,40.91,25.06,11.03,14.39
3911,San Diego,-117.2348433,33.3418007,22.76,78.21,44.85,32.62,29.46,77.76
11624,Riverside ,-117.3226083,33.8910477,22.74,20.52,59.63,28.83,19.6,22.57
7152,Los Angeles,-118.5503607,34.4105552,22.73,28.07,28.83,12.02,23.3,37.71
6262,San Bernardino,-117.5519587,34.1290095,22.72,31.33,37.44,12.02,2.68,56.19
6202,Sacramento ,-121.3819931,38.4166717,22.71,16.37,79.3,25.89,42.41,32.27
7448,Monterey ,-121.6133637,36.706281,22.69,27.92,30.53,61.66,25.72,13.18
6052,Los Angeles,-118.118082,33.799436300000004,22.68,16.97,51.61,1.15,6.48,22.57
3793,Contra Costa,-121.577453,37.9016812,22.67,92.71,51.32,13.11,17.49,29.41
5575,San Diego,-117.1190243,32.9493661,22.66,54.62,18.98,12.02,23.17,67.48
8953,San Diego,-117.2924241,33.2318552,22.64,39.52,10.9,24.12,22.47,82.33
5377,Riverside ,-117.3222402,33.9278407,22.63,63.54,43.16,21.37,10.14,NA
8602,Kern ,-119.1994667,35.4121942,22.62,26.07,43.16,36.9,5.35,43.09
7010,Sacramento ,-121.4320545,38.4372393,22.6,53.46,64.49,66.31,28.86,62.4
3812,Orange ,-117.8126304,33.6518934,22.59,53.85,1.03,10.31,45.53,11.87
7056,Los Angeles,-118.4110998,34.1538507,22.58,9.19,43.96,10.81,24.17,28.2
4365,Los Angeles,-118.0586171,34.1300364,22.57,15.87,11.84,18.81,41.03,30.88
3505,San Diego,-117.0988796,32.9749586,22.55,72.08,30.45,24.6,55.24,48.26
4216,San Bernardino,-117.2606458,34.5196207,22.54,15.1,91.86,44.65,55.11,76.69
7692,Tehama ,-122.3353367,40.3210457,22.53,1.09,65.39,57.52,69.35,77.76
2948,Orange ,-117.9842913,33.6794349,22.52,57.39,25.95,18.36,14.05,6.3
4129,Ventura ,-118.876471,34.2106411,22.5,37.02,54.71,29.3,37.64,25.23
3908,San Luis Obispo,-120.7501133,35.2163137,22.49,44.77,9.23,2.3,11.67,25.23
5953,El Dorado,-120.8221616,38.6943173,22.48,35.85,25.6,37.65,40.34,1.9
5674,Placer ,-121.3490202,38.910134,22.47,13.55,63.31,29.68,30.04,19.59
5339,Riverside ,-116.231707,33.6927812,22.45,34.77,72.41,38.47,64.17,22.57
4307,Santa Cruz,-122.0633466,37.0197696,22.44,64.47,9.73,21.37,31.26,79.72
3213,San Francisco,-122.3835595,37.762479,22.43,63.32,7.02,0.96,3.18,1.9
4902,San Mateo,-122.4838992,37.6594652,22.42,69.99,15.78,30.03,15.03,5.57
5894,Marin ,-122.5687933,38.0608968,22.4,63.32,10.58,17.79,25.43,39.21
5326,Solano ,-121.9245995,38.3191193,22.39,10.19,68.1,13.67,14.48,45.78
4274,Los Angeles,-118.3948253,34.0530704,22.38,19.59,20.78,32.94,15.03,32.27
2461,Orange ,-117.6404935,33.6324425,22.37,98.38,45.87,6.52,5.35,10.66
4461,Sacramento ,-121.3357344,38.6032613,22.35,40.47,59.25,0.84,31.55,57.25
7213,San Diego,-116.8418297,32.8701471,22.34,17.68,20.54,33.89,43.14,44.35
6250,Contra Costa,-122.0766292,37.9619967,22.33,49.28,44.77,16.79,11.95,39.21
5716,Sonoma ,-122.6825544,38.3392841,22.31,1.68,29.5,48.04,60.21,53.89
3786,Ventura ,-118.660056,34.2944257,22.3,98.51,61.58,9.73,0.45,21.11
6445,Santa Barbara,-120.1378745,34.6243989,22.29,32.47,30.17,36.56,41.66,56.19
5619,Sonoma ,-122.752421,38.2711754,22.28,4.08,59.88,32.62,28.86,21.11
5112,Riverside ,-116.2852631,33.7366154,22.26,73.33,9.53,36.18,32.49,76.05
2391,Los Angeles,-118.3642238,34.0843098,22.25,1.68,13.91,11.35,31.55,69.98
6486,Alameda ,-122.0969654,37.7041735,22.24,56.35,20.54,32.16,29.21,14.39
10247,San Diego,-117.1186741,32.9332185,22.23,57.1,8.76,35.88,32.79,52.52
2755,Santa Cruz,-121.9871043,36.9820909,22.21,4.71,18.83,54.62,46.82,28.2
3878,Kern ,-118.5218332,35.1611067,22.2,92.61,86.76,10.31,22.71,15.84
4841,Orange ,-117.7497908,33.8639175,22.19,53.85,22.73,11.35,10.72,6.3
5072,Orange ,-118.0028204,33.6760101,22.18,6.62,39.62,19.75,15.59,49.86
6884,Santa Clara,-121.6367198,37.0997275,22.16,6.62,55.26,16.21,16.04,49.86
2289,San Francisco,-122.4393346,37.7867618,22.15,13.14,12.38,38.13,6.48,21.11
3367,San Francisco,-122.4019893,37.7609519,22.14,23.66,10.98,3.11,16.82,36.44
5051,Santa Clara,-122.0384997,37.3914583,22.13,89.36,1.58,3.52,9.64,28.2
5287,Riverside ,-117.1054441,33.5081043,22.11,33.44,63.51,27.2,32.27,10.66
4542,San Diego,-117.1751643,32.7453846,22.1,8.42,25.55,5.86,16.32,14.39
5489,Los Angeles,-118.4365003,33.9558339,22.09,32,11.02,6.52,32.49,5.57
4957,Ventura ,-119.3015463,34.4047671,22.08,43.55,14.38,54.07,24.42,60.57
4428,Santa Clara,-122.0570303,37.4004244,22.06,48.54,19.2,19.75,16.82,19.59
3309,Humboldt ,-124.1962922,40.3610323,22.05,9.93,86.07,32.16,62.47,73.41
2700,Monterey ,-121.6776094,36.6701186,22.04,8.85,37.41,53.4,31.26,10.66
4536,San Francisco,-122.4075581,37.8022725,22.02,23.92,6.67,30.87,17.71,53.89
5143,San Mateo,-122.4504711,37.6398016,22.01,99.24,30.58,38.85,12.16,1.34
1039,Alpine ,-119.7989986,38.6176096,22,NA,13.66,37.28,67.45,93.3
6320,Alameda ,-122.1574761,37.785376,21.99,44.77,22.23,20.29,15.03,49.86
4841,San Diego,-117.1904461,33.2857623,21.97,62.88,15.93,49.19,41.03,76.05
2298,San Francisco,-122.3956056,37.7625436,21.96,31.08,17.8,16.79,4.72,4.23
2072,Riverside ,-116.4701978,33.7959943,21.95,NA,55.72,23.3,54.38,82.74
2223,San Diego,-116.6289159,33.0526793,21.94,82.14,48.22,36.9,45.2,2.29
3665,Orange ,-117.8081717,33.6742426,21.92,24.99,15.2,17.25,34.48,37.71
4894,Ventura ,-118.8452329,34.2728016,21.91,23.66,45.87,21.37,7.83,22.57
3648,Orange ,-117.9383193,33.8932937,21.9,35.6,25.55,12.02,22.47,40.6
5657,Los Angeles,-118.3890198,33.9691783,21.89,34.77,44.13,12.55,3.07,6.3
3062,San Bernardino,-117.7223102,33.9861214,21.87,19,32.12,13.11,12.84,39.21
4863,Santa Clara,-121.8458034,37.2707459,21.86,27.29,49,45.58,36.98,25.23
3973,Alameda ,-122.0571016,37.536519,21.85,32.47,55.98,36.9,22.71,40.6
3461,San Diego,-117.1266054,32.9217552,21.84,85.77,31.24,23.66,18.44,49.86
2872,Los Angeles,-118.4512626,33.9927102,21.82,9.08,21.73,13.11,16.56,8.69
6128,San Bernardino,-117.4555858,34.4239769,21.81,52.01,84.32,51.89,36.11,39.21
3467,San Bernardino,-117.1899517,34.0296989,21.8,15.36,62.84,14.78,10.14,NA
5536,Orange ,-118.0458577,33.7188921,21.79,37.23,43.02,22.77,41.66,8.69
5233,Alameda ,-122.0572528,37.5845579,21.77,44.21,23.28,34.78,22.93,59.38
4998,Humboldt ,-124.1501286,40.7886073,21.76,32,88.76,35.22,51.95,73.41
2895,Yolo ,-121.7934889,38.659519,21.75,62.39,59.12,22.77,26.38,52.52
7342,San Francisco,-122.5072276,37.7421024,21.73,77.8,18.73,53.58,22.01,46.99
6673,Los Angeles,-117.9849873,33.9849218,21.72,28.07,39.46,38.13,14.05,39.21
3660,Ventura ,-119.2816961,34.4174987,21.71,59.56,14.1,24.6,31.73,35.02
5634,Placer ,-121.2189633,38.78155,21.7,27.6,58.35,23.66,31.26,18.31
5837,San Diego,-117.3143417,33.4430775,21.68,19.59,44.68,22.22,31.73,90.33
10783,Los Angeles,-118.2759944,34.6784036,21.67,41.15,58.29,32.16,48.44,41.84
5165,Los Angeles,-118.1017387,33.8144739,21.66,56.61,24.89,24.12,5.55,10.66
1660,San Joaquin,-121.287501,38.1480447,21.65,29.15,43.49,22.22,10.14,22.57
3888,Orange ,-117.9129453,33.6045927,21.63,38.49,10.36,2.3,42.11,NA
2503,Ventura ,-119.2248513,34.2719368,21.62,48.54,20.5,26.94,42.41,9.72
5145,Orange ,-117.7728166,33.8582082,21.61,26.07,29.69,25.89,10.72,10.66
3551,San Francisco,-122.434135,37.7850923,21.6,9.64,2.42,28.45,41.48,3.58
5141,San Diego,-117.3060959,33.0772389,21.58,29.15,20.18,20.86,48.44,1.55
2507,San Francisco,-122.4885865,37.7880433,21.57,87.97,14.52,2.71,1.98,25.23
3423,Sonoma ,-122.6532628,38.2443637,21.56,28.07,64.16,7.82,25.43,4.89
3472,Monterey ,-121.8947338,36.6021019,21.55,19.93,13.1,24.12,26.67,37.71
1970,Los Angeles,-118.102517,34.1392184,21.53,20.27,22.99,33.89,26.67,35.02
4763,Placer ,-121.1106507,38.9522451,21.52,11.64,17.07,35.54,61.08,17.11
3583,Butte ,-121.5013525,39.960108,21.51,88.23,87.31,30.41,82.21,NA
1859,Ventura ,-118.8985461,34.2970288,21.5,22.08,61.69,32.94,16.32,39.21
4857,San Diego,-117.0283696,32.9677095,21.48,3.26,28.12,45.58,28.86,53.89
7432,San Diego,-116.9613512,32.8524426,21.47,7.17,13.27,22.22,39.21,41.84
8221,Riverside ,-117.0839947,33.4917233,21.46,35.04,86.63,14.17,12.45,40.6
3368,Alameda ,-121.9242947,37.4902675,21.44,82.46,29.3,16.79,5.09,7.14
4915,Contra Costa,-122.2654576,38.0000841,21.43,10.59,37.5,36.9,10.9,30.88
7034,San Diego,-117.1428842,32.7860364,21.42,10.59,4.32,11.35,18.71,44.35
2598,San Mateo,-122.2711802,37.5412238,21.41,81.51,24.44,26.42,4.02,18.31
3824,Orange ,-117.9671282,33.6470177,21.39,9.08,40.19,30.03,17.19,41.84
4542,Sacramento ,-121.208383,38.6479363,21.38,32.47,36.86,27.61,33.2,46.99
6813,San Diego,-117.1308356,33.1749098,21.37,59.76,29.69,26.94,19.38,15.84
2959,Orange ,-118.1043364,33.7444635,21.36,54.27,42.68,0.42,8.07,10.66
6241,Santa Clara,-121.9547372,37.2856669,21.34,9.33,31.97,28.83,40.34,0
3069,Los Angeles,-118.4815022,34.0545499,21.33,99.64,18.13,2.3,7.06,35.02
4800,Fresno ,-119.6727835,36.8001728,21.32,42.52,28.49,20.29,15.59,32.27
4477,San Diego,-116.9699985,32.7743373,21.31,8.6,16.33,34.78,43.33,48.26
3978,San Diego,-117.2254607,32.7815696,21.29,29.88,12.74,6.52,48.03,25.23
5443,Santa Clara,-121.9614732,37.3197153,21.28,34.18,10.73,35.88,24.72,1.9
4927,Santa Barbara,-119.7377491,34.4348903,21.27,32.76,6.47,43.77,34.48,14.39
12302,San Joaquin,-121.4447294,37.7096379,21.26,43.08,78.32,36.18,19.12,51.26
4982,Alameda ,-122.0305372,37.5635007,21.24,50.49,35.76,44.65,8.68,26.86
3687,San Diego,-117.1381437,32.9272107,21.23,37.58,28.45,45.18,45.97,77.76
7769,Santa Clara,-121.9437133,37.4054144,21.22,52.36,37.87,2.3,9.27,26.86
7745,Yolo ,-121.722018,38.5558571,21.21,21.26,16.16,19.29,61.76,58.36
6142,San Mateo,-122.3446065,37.5870019,21.19,28.77,6.54,13.11,2.12,15.84
7110,Kern ,-119.1012475,35.3307397,21.18,28.77,43.87,35.54,35.57,5.57
3221,Orange ,-117.7811071,33.804727,21.17,2,41.61,5.1,6.48,64.51
5124,Orange ,-117.6924249,33.5874584,21.15,65.83,36.6,15.78,33.98,73.41
4178,Sacramento ,-121.3633877,38.56658,21.14,7.38,23.59,30.41,43.33,28.2
6903,Alameda ,-121.8156491,37.6896396,21.13,32,34.96,28.45,20.38,NA
6608,Santa Cruz,-122.0156066,36.9739622,21.12,8.79,12.66,27.61,59.23,41.84
6608,Lake ,-122.7459162,38.9589037,21.1,16.22,49.17,32.94,43.53,40.6
4071,Sonoma ,-123.0092064,38.533659,21.09,13.5,44.18,28.08,55.39,18.31
5462,Alameda ,-121.9498322,37.5483239,21.08,90.71,37.99,27.61,1.65,26.86
2735,Riverside ,-116.5019562,33.8376004,21.07,4.8,59.2,13.11,36.11,78.97
5212,Alameda ,-121.9177415,37.7106983,21.05,52.54,13.77,20.86,17.19,15.84
5018,Los Angeles,-118.367527,33.8209956,21.04,48.77,34.62,8.42,2.34,43.09
8082,Alameda ,-122.0376753,37.5735681,21.03,77.19,20.92,47.09,15.83,11.87
4970,Sonoma ,-122.7001886,38.3342135,21.02,11.64,35.09,57.24,63.52,13.18
2599,Butte ,-121.4581641,39.4867836,21,72.85,95.54,35.22,30.93,9.72
4056,Lassen ,-120.6743,40.3618887,20.99,62.61,16.84,17.25,35.35,15.84
3022,San Diego,-116.9106547,32.8479042,20.98,67.17,35.72,40.07,20.38,53.89
4142,Sacramento ,-121.2812589,38.714169,20.97,1.55,67.93,34.78,45.53,83.63
11119,Alameda ,-121.8430342,37.7163164,20.95,72.08,20.25,28.08,0.74,33.58
1891,San Diego,-117.1733775,32.7540028,20.94,22.4,22.05,8.42,47.11,25.23
1307,Modoc ,-120.0968999,41.5761782,20.93,NA,25.55,38.85,79.66,NA
3941,Santa Clara,-121.9470351,37.2790204,20.92,13.5,31.84,15.24,23.66,3.21
3424,Sacramento ,-121.3876534,38.7222559,20.9,20.67,92.1,16.79,46.39,43.09
3229,Los Angeles,-118.3150067,33.7411716,20.89,81.51,7.25,34.78,18.44,33.58
2737,San Diego,-116.9617915,32.8685871,20.88,75.96,11.17,33.49,28.86,37.71
5320,Los Angeles,-118.4954117,34.157429,20.86,6.63,47.18,12.55,2.91,15.84
6300,Contra Costa,-122.0743488,37.9354669,20.85,66.05,21.8,14.78,18.44,19.59
3405,Los Angeles,-118.2901465,34.2677213,20.84,32.47,55.53,26.42,17.49,49.86
1767,Ventura ,-118.7879936,34.2533642,20.83,82.91,60.06,10.31,4.57,30.88
4835,Sacramento ,-121.4297644,38.7064577,20.81,9.19,60.17,40.46,64.37,32.27
6724,Los Angeles,-118.3827737,33.8496251,20.8,24.08,9,15.78,9.85,52.52
3606,Sacramento ,-121.3578694,38.5829045,20.79,96.6,28.61,3.11,4.57,7.77
7298,San Luis Obispo,-120.697843,35.266974,20.78,34.39,3.12,35.88,52.26,37.71
3375,San Luis Obispo,-120.620955,35.2430451,20.76,21.08,14.01,18.36,15.59,25.23
4038,Solano ,-122.0561706,38.2753544,20.75,26.64,30.58,34.38,33.37,64.51
3793,Los Angeles,-118.0774113,33.8520795,20.74,58.56,23.13,26.94,7.37,2.73
5316,San Bernardino,-116.0890611,34.1516402,20.73,71.03,99.7,54.85,53.48,NA
7334,Nevada ,-120.875801,39.2304282,20.71,61.01,34.18,9.29,27.85,30.88
2119,San Diego,-117.3896198,33.201527,20.7,12.14,46.78,4.67,26.67,8.69
4032,Butte ,-121.8235198,39.7578665,20.69,4.88,15.45,19.75,60.01,81.69
5860,Santa Clara,-121.9625104,37.2742997,20.68,39.89,31.97,44.01,35.93,7.14
3539,Monterey ,-121.6811023,36.8844138,20.66,82.46,18.26,50.52,2.73,26.86
3576,San Diego,-117.2417581,32.7965191,20.65,76.44,12.99,34.38,56.38,7.14
3909,Alameda ,-121.9678075,37.5424223,20.64,21.44,65.72,35.88,1.26,44.35
2648,Riverside ,-116.2337821,33.67104,20.63,4.36,32.64,30.41,40.8,64.51
4871,Santa Clara,-122.009868,37.3588302,20.61,81.7,4.32,5.86,13.52,78.97
8589,San Luis Obispo,-120.6000992,35.1167592,20.6,54.27,11.34,36.56,40.11,7.14
3775,San Mateo,-122.4918058,37.6532841,20.59,37.58,23.59,23.3,23.91,56.19
6273,Alameda ,-121.8650777,37.6969336,20.57,46.77,58.39,19.29,4.91,4.23
7441,San Diego,-117.2731463,33.0553213,20.56,14.22,25.5,22.77,42.61,18.31
5803,Riverside ,-117.0704108,33.5134722,20.55,27.12,81.52,17.25,18.71,71.67
3611,Alameda ,-122.1949575,37.7978944,20.54,15.36,11.84,47.77,26.21,67.48
5267,Los Angeles,-118.4904213,34.0281567,20.52,9.08,21.87,1.15,30.29,35.02
5884,Santa Clara,-121.864835,37.4161016,20.51,67.92,30.32,53.58,6.08,33.58
3104,San Diego,-117.0776875,32.9618675,20.5,62.61,2.18,31.36,45.97,36.44
5586,San Mateo,-122.417143,37.614031,20.49,37.58,31.03,28.83,13.52,2.73
2681,Shasta ,-122.2860952,40.7399422,20.47,92.71,64.61,34.38,61.28,95.6
8763,Contra Costa,-121.9977502,37.9817896,20.46,6.21,38.27,41.23,19.89,46.99
5865,Fresno ,-119.628777,36.820846,20.45,90.39,18.62,17.25,6.92,8.69
3506,Sonoma ,-123.0055208,38.4759155,20.44,0.06,15.67,35.22,57.79,89.67
6973,Los Angeles,-118.3797513,33.8350669,20.42,52.36,23.13,1.77,11.95,39.21
3188,Orange ,-117.8356725,33.895211,20.41,13.91,43.96,27.61,11.27,11.87
