ces_4_0_score,ces_4_0_percentile,ces_4_0_percentile_range,california_county,total_population,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_multiple_percent
2.46,0.43,1-5% (lowest scores),Santa Barbara,2526,9.11,86.66,0,0,3.25,0.99
19.62,36.52,35-40%,Santa Barbara,5768,43.38,50.59,0.1,0,3.43,2.5
22.36,42.98,40-45%,Santa Barbara,4659,40.18,55.7,0,0,1.82,2.3
23.94,46.66,45-50%,Santa Barbara,3192,60.34,35.81,1.79,0,1.47,0.6
5.13,3.25,1-5% (lowest scores),Santa Barbara,4072,26.94,71.39,0,0,0.79,0.88
22.28,42.71,40-45%,Santa Barbara,1050,45.62,50.1,0.57,0.76,1.43,1.52
16.14,28.27,25-30%,Santa Barbara,7519,26.56,66.67,1,0.48,2.59,2.7
13.74,22.29,20-25%,Santa Barbara,6445,28.86,65.69,1.15,0,2.3,2
8.93,10.51,10-15%,Santa Barbara,2620,22.48,72.52,0.84,0,2.29,1.87
8.37,9.35,5-10%,Santa Barbara,5938,15.44,70.24,0.02,6.92,2.88,4.5
9.19,11.03,10-15%,Santa Barbara,5691,22.42,68,0.46,1.92,1.83,5.38
22.28,42.69,40-45%,Santa Barbara,2805,36.76,55.12,0.61,1.43,4.31,1.78
14.76,24.90,20-25%,Santa Barbara,10983,40.09,46.14,1.73,0.15,8.29,3.59
9.96,12.81,10-15%,Santa Barbara,7074,33.4,58.41,2.69,0,2.8,2.7
14.02,23.12,20-25%,Santa Barbara,4008,33.41,59.78,0.7,1.47,3.27,1.37
6.64,5.99,5-10%,Santa Barbara,4496,22.95,69.19,0.93,0.71,3.67,2.54
28.53,55.96,55-60%,Santa Barbara,6302,64.73,25.66,1.17,0.3,3.94,4.21
16.93,30.30,30-35%,Santa Barbara,3196,27.69,60.95,0.22,0,5.85,5.29
7.93,8.35,5-10%,Santa Barbara,2716,20.25,69.44,3.17,0.26,2.32,4.57
34.68,67.04,65-70%,Santa Barbara,4291,71.71,25.31,1.14,0.82,0.63,0.4
31.21,61.07,60-65%,Santa Barbara,2398,65.72,30.61,0.96,0,0.54,2.17
36.02,69.16,65-70%,Santa Barbara,4495,68.92,20.89,0.4,0.27,8.21,1.31
26.42,51.73,50-55%,Santa Barbara,5606,78.72,15.07,0,0,4.78,1.43
29.58,57.98,55-60%,Santa Barbara,5033,77.19,16.45,1.85,0,4.03,0.48
24.99,48.70,45-50%,Santa Barbara,3613,83.56,11.9,0.77,0.03,3.1,0.64
24.20,47.15,45-50%,Santa Barbara,6876,62.46,23.43,3.13,0,10.28,0.7
23.70,45.90,45-50%,Santa Barbara,5742,56.69,31.33,1.64,0,4.53,5.82
29.06,56.97,55-60%,Santa Barbara,6601,90.53,5.71,0.3,0,3.45,0
36.59,69.99,65-70%,Santa Barbara,6041,90.65,4.12,0.2,0,4.44,0.6
25.18,49.17,45-50%,Santa Barbara,7077,92.24,4.78,0.35,0,2.16,0.47
29.05,56.95,55-60%,Santa Barbara,9003,74.12,14.87,0,0,10.64,0.37
37.03,70.64,70-75%,Santa Barbara,13173,78.62,13.22,2.51,0,4.7,0.95
36.90,70.41,70-75%,Santa Barbara,6850,95.72,4.12,0,0,0,0.16
26.19,51.31,50-55%,Santa Barbara,8949,93.79,3.32,1.42,0.13,1.11,0.23
44.00,80.81,80-85%,Santa Barbara,7573,90.39,5.78,0.54,0,3.05,0.24
NA,NA,NA,Santa Barbara,2879,44.43,30.18,11.6,3.89,7.75,2.15
18.80,34.73,30-35%,Santa Barbara,3400,19.5,51.21,10.68,0.76,5.03,12.82
35.59,68.55,65-70%,Santa Barbara,7781,76.35,18.03,2.56,0,1.23,1.84
26.92,52.90,50-55%,Santa Barbara,4416,65.51,29.1,1.09,0,0.45,3.85
30.27,59.23,55-60%,Santa Barbara,4162,63.14,28.45,5.43,0,2.04,0.94
30.11,58.90,55-60%,Santa Barbara,6440,74.22,19.01,1.34,0.47,1.1,3.87
22.16,42.44,40-45%,Santa Barbara,2173,39.62,52.65,3.5,0,2.35,1.89
14.48,24.28,20-25%,Santa Barbara,2302,36.32,51.26,3.82,0.43,2,6.17
25.22,49.26,45-50%,Santa Barbara,7591,38.33,37.06,8.83,1.86,11.4,2.52
15.67,27.02,25-30%,Santa Barbara,2505,43.99,47.7,1.4,0,3.63,3.27
15.67,27.04,25-30%,Santa Barbara,8114,22.39,62.16,4.04,0.46,3.42,7.52
19.48,36.16,35-40%,Santa Barbara,5229,38.82,50.91,3.04,0.78,3.79,2.66
16.70,29.61,25-30%,Santa Barbara,3663,24.38,65.44,2.46,0.22,6.22,1.28
5.05,3.13,1-5% (lowest scores),Santa Barbara,3662,14.06,73.87,0.19,0,8,3.88
11.22,15.97,15-20%,Santa Barbara,5852,35.99,53.04,3.64,0,5.38,1.95
14.77,24.94,20-25%,Santa Barbara,3852,18.22,77.41,0,0.21,3.61,0.55
14.33,23.89,20-25%,Santa Barbara,3237,21.19,65.77,0.99,0.31,8.25,3.49
8.69,9.95,5-10%,Santa Barbara,834,14.99,57.31,11.27,0,10.67,5.76
16.87,30.16,30-35%,Santa Barbara,11983,25.08,33.49,1.81,0,34.29,5.33
10.71,14.67,10-15%,Santa Barbara,6280,22.8,52.55,2.71,0,17.9,4.04
12.18,18.39,15-20%,Santa Barbara,6272,23.63,57.21,6.46,0.1,10,2.61
17.97,32.64,30-35%,Santa Barbara,4490,23.05,58.13,4.1,0,10.2,4.52
16.06,28.03,25-30%,Santa Barbara,8421,30.76,51.43,2.02,0.01,11.34,4.44
15.77,27.27,25-30%,Santa Barbara,2273,33.35,57.24,0.26,0.26,7.57,1.32
41.13,76.82,75-80%,Santa Barbara,5766,50.57,29.76,6.47,0,11.42,1.79
16.11,28.16,25-30%,Santa Barbara,4885,31.81,60.76,0.92,0,3.28,3.23
20.36,38.41,35-40%,Santa Barbara,5109,39.5,49.05,0.33,2.45,6.65,2.02
6.78,6.33,5-10%,Santa Barbara,3536,11.71,82.89,0,0.4,2.52,2.49
22.01,42.18,40-45%,Santa Barbara,3296,41.72,50.67,3.03,0,2.67,1.91
NA,NA,NA,Santa Barbara,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,Santa Barbara,10,60,20,20,0,0,0
37.37,71.19,70-75%,Santa Clara,8306,55.32,13.33,2.78,0.07,24.03,4.47
25.77,50.50,50-55%,Santa Clara,5969,36.99,30.32,6.79,1.59,19.74,4.57
26.05,51.05,50-55%,Santa Clara,3788,31.65,38.99,5.33,0.4,16.9,6.73
29.44,57.69,55-60%,Santa Clara,2657,38.54,39.07,5.08,0.45,10.88,5.98
18.06,32.87,30-35%,Santa Clara,5500,20.55,57,3.44,0.55,15.73,2.75
27.50,53.95,50-55%,Santa Clara,5884,17.95,43.81,5.81,0.37,20.12,11.93
28.87,56.71,55-60%,Santa Clara,4180,28.44,40.48,6.79,0,19.35,4.93
33.53,65.05,65-70%,Santa Clara,4197,20.23,31.31,5.1,0,38.62,4.74
33.75,65.42,65-70%,Santa Clara,5659,31.74,23.03,7.92,0,31.61,5.71
33.13,64.26,60-65%,Santa Clara,5414,42.11,22.89,9.14,0,20.9,4.95
28.09,55.18,55-60%,Santa Clara,4695,36.27,25.9,5.39,0,28.81,3.62
37.46,71.32,70-75%,Santa Clara,4305,55.49,27.43,1.88,0,9.08,6.11
26.32,51.50,50-55%,Santa Clara,4111,55.27,28.24,2.65,0.61,9.49,3.75
28.72,56.35,55-60%,Santa Clara,3951,20.48,49.53,4.81,0.35,20.05,4.78
37.79,71.72,70-75%,Santa Clara,3226,65.59,11.38,8.25,0,13.08,1.7
30.03,58.74,55-60%,Santa Clara,3046,70.09,19.21,1.18,0,8.27,1.25
37.31,71.03,70-75%,Santa Clara,4623,64.44,5.21,3.16,0,26.78,0.41
39.83,74.72,70-75%,Santa Clara,4843,65.48,11.81,1.42,0,17.7,3.59
47.58,85.01,85-90%,Santa Clara,7716,48.95,22.46,1.87,0.47,21.14,5.12
34.84,67.32,65-70%,Santa Clara,4982,78.14,12.77,1.06,0,2.71,5.32
20.46,38.62,35-40%,Santa Clara,4823,43.42,41.16,1.62,1.33,9.85,2.63
20.39,38.44,35-40%,Santa Clara,5401,24.2,34.7,8.04,0,22.07,11
21.50,41.14,40-45%,Santa Clara,5093,44.26,32.53,0.84,0.18,13.37,8.82
27.18,53.40,50-55%,Santa Clara,6052,63.98,21.36,3.57,0,7.83,3.26
16.01,27.86,25-30%,Santa Clara,5081,22.1,42.77,3.66,1.12,25.72,4.63
23.79,46.21,45-50%,Santa Clara,7726,51.26,29.06,5.88,0.21,12.3,1.31
15.39,26.44,25-30%,Santa Clara,7541,25.83,37.41,6.48,0,20.42,9.85
8.67,9.88,5-10%,Santa Clara,2735,16.05,63.03,3.77,0,12.1,5.05
14.16,23.42,20-25%,Santa Clara,3535,15.9,66.42,2.52,0,8.07,7.1
11.85,17.52,15-20%,Santa Clara,3000,37.1,49.77,2.47,0,7.9,2.77
18.74,34.59,30-35%,Santa Clara,6909,16.21,66.33,1.78,0,12.13,3.55
12.44,19.07,15-20%,Santa Clara,6746,15.67,65.03,2,0,11.07,6.23
8.06,8.67,5-10%,Santa Clara,2673,14.74,73.33,0.41,0,9.31,2.21
4.91,2.89,1-5% (lowest scores),Santa Clara,2830,21.45,63.07,0.57,0.18,9.33,5.41
15.36,26.35,25-30%,Santa Clara,4116,15.99,59.94,4.54,1.8,14.72,3.01
11.25,16.05,15-20%,Santa Clara,5235,23.38,46.55,4.91,0.76,20.02,4.37
8.19,8.93,5-10%,Santa Clara,8456,13.45,53.93,2.51,0.19,24.36,5.57
15.25,26.11,25-30%,Santa Clara,4363,18.75,53.45,0.48,0,19.64,7.68
13.94,22.83,20-25%,Santa Clara,6104,21.89,55.77,1.87,0.84,17.79,1.85
6.18,5.07,5-10%,Santa Clara,7893,15.68,59.88,0.75,0,20.32,3.37
5.07,3.16,1-5% (lowest scores),Santa Clara,5172,19.86,61.83,0.17,0.44,10.69,7
11.27,16.11,15-20%,Santa Clara,4542,19.57,49.01,1.81,0,26.64,2.97
5.23,3.43,1-5% (lowest scores),Santa Clara,3936,12.73,61.08,0.36,0.15,19.33,6.35
6.68,6.09,5-10%,Santa Clara,7294,26.6,52.52,0.84,0,14.93,5.11
9.66,12.14,10-15%,Santa Clara,5416,30.1,42.37,1.72,0,19.59,6.22
15.52,26.78,25-30%,Santa Clara,3733,25.42,49.58,2.09,1.58,15.8,5.52
10.96,15.36,15-20%,Santa Clara,4123,12.83,66.75,1.82,0,12.25,6.35
10.42,13.91,10-15%,Santa Clara,3589,10.67,61.69,5.82,0,18.61,3.2
11.11,15.67,15-20%,Santa Clara,5388,13.4,60,0.69,0,17.26,8.65
42.71,78.97,75-80%,Santa Clara,2460,31.02,4.8,0,0,62.97,1.22
18.85,34.83,30-35%,Santa Clara,8222,29.42,24.82,7.75,0.47,35.17,2.37
41.35,77.17,75-80%,Santa Clara,4917,66.44,3.36,1.24,0.47,28.49,0
26.63,52.29,50-55%,Santa Clara,5132,43.88,3.45,0.33,0,52.33,0
41.62,77.50,75-80%,Santa Clara,4141,53.78,14.47,7.56,0,22.89,1.3
35.11,67.75,65-70%,Santa Clara,5052,77.04,10.53,1.41,0,9.6,1.43
17.74,32.12,30-35%,Santa Clara,7372,20.13,37.51,1.53,0,37.04,3.78
18.63,34.32,30-35%,Santa Clara,6178,27.74,31.89,2.22,0,33.12,5.03
30.31,59.32,55-60%,Santa Clara,3071,58.81,1.95,1.11,0,37.19,0.94
18.71,34.54,30-35%,Santa Clara,5286,42.34,10.03,3.9,0.19,41.43,2.12
33.77,65.47,65-70%,Santa Clara,4788,65.62,13.07,1.19,0.21,16.37,3.53
36.08,69.25,65-70%,Santa Clara,3602,40.45,5.02,3.14,0,49.03,2.36
30.69,60.09,60-65%,Santa Clara,3901,50.19,26.3,2.36,0,17.53,3.61
35.15,67.80,65-70%,Santa Clara,8105,58.4,6,2.16,0.11,29.8,3.54
22.90,44.20,40-45%,Santa Clara,4150,18.17,5.86,3.37,0.34,70.55,1.71
32.47,63.26,60-65%,Santa Clara,4631,62.19,4.62,4.25,0.63,27.01,1.3
29.00,56.93,55-60%,Santa Clara,4254,36.48,8.7,0.73,0,52.28,1.81
23.61,45.69,45-50%,Santa Clara,4592,28.2,11.04,1.44,0,56.66,2.66
26.87,52.76,50-55%,Santa Clara,4379,26.42,4.38,5.75,0.02,61.11,2.31
26.98,52.95,50-55%,Santa Clara,4925,28,5.99,0.55,0.2,60.79,4.47
40.00,74.97,70-75%,Santa Clara,8468,38.69,2.69,0,0,57.03,1.59
28.91,56.80,55-60%,Santa Clara,4834,72.78,4.12,0.83,0,19.22,3.06
36.62,70.03,70-75%,Santa Clara,5118,65.14,4.4,0.94,0,29.17,0.35
26.49,51.93,50-55%,Santa Clara,7213,36.13,8.25,2.73,0.75,51.46,0.68
24.13,47.02,45-50%,Santa Clara,5810,38.95,2.62,0.93,0,54.13,3.37
23.72,45.98,45-50%,Santa Clara,4373,59.55,2.72,1.14,0.21,35.31,1.07
8.73,10.04,10-15%,Santa Clara,4027,42.44,18.4,0.94,0,36.25,1.96
7.21,7.17,5-10%,Santa Clara,4629,19.75,15.53,1.49,0,60.9,2.33
22.74,43.86,40-45%,Santa Clara,8637,41.74,6.07,1.17,0,49.76,1.26
16.18,28.38,25-30%,Santa Clara,4690,11.56,5.63,0.94,0,81.07,0.81
9.21,11.07,10-15%,Santa Clara,4495,38.15,9.83,4.36,0,46.72,0.93
11.85,17.54,15-20%,Santa Clara,4763,36.2,10.77,5.27,0,46.69,1.07
12.19,18.42,15-20%,Santa Clara,3625,17.54,7.39,2.81,0,69.74,2.51
12.25,18.62,15-20%,Santa Clara,4722,17.77,7.14,4.91,0,69.06,1.12
5.94,4.58,1-5% (lowest scores),Santa Clara,7263,9.21,8.34,0.34,0,80.05,2.05
17.70,32.06,30-35%,Santa Clara,4504,28.46,11.61,1.89,0,54.62,3.42
7.49,7.64,5-10%,Santa Clara,4107,10.3,8.72,2.63,0,76.09,2.26
6.49,5.75,5-10%,Santa Clara,7849,8.73,9.68,0,0.46,79.83,1.3
4.65,2.47,1-5% (lowest scores),Santa Clara,3405,21.2,38.03,2.06,0.06,35.59,3.05
3.06,0.69,1-5% (lowest scores),Santa Clara,5642,7.11,60.01,1.13,0,25.95,5.8
8.99,10.60,10-15%,Santa Clara,4896,22.65,21.04,6.58,0,46.45,3.29
6.03,4.73,1-5% (lowest scores),Santa Clara,8938,8.47,20.32,1.64,0.21,64.66,4.7
18.86,34.87,30-35%,Santa Clara,3580,33.6,4.02,1.82,0,58.91,1.65
23.82,46.31,45-50%,Santa Clara,3455,19.48,7.79,3.24,2.17,66.63,0.69
36.34,69.64,65-70%,Santa Clara,4468,76.05,2.39,1.12,0,20.21,0.22
33.69,65.28,65-70%,Santa Clara,5286,65.25,3.23,0.42,0,30.68,0.42
22.65,43.58,40-45%,Santa Clara,6346,74.69,0.3,0.72,0,24.1,0.19
22.88,44.18,40-45%,Santa Clara,6816,63.1,2.73,1.48,0.44,30.25,2
22.45,43.19,40-45%,Santa Clara,2397,68.5,0.88,0,0,29.75,0.88
22.36,42.97,40-45%,Santa Clara,6533,70.01,3.81,2.11,0,16.55,7.52
14.23,23.59,20-25%,Santa Clara,4449,60.67,5.69,1.57,0,30.57,1.51
25.37,49.61,45-50%,Santa Clara,5826,70.67,7.26,1.03,0,19.34,1.7
15.86,27.47,25-30%,Santa Clara,3620,45.17,7.96,1.99,0,43.2,1.69
47.93,85.36,85-90%,Santa Clara,3383,53.15,21.05,0.92,0.95,19.92,4.02
40.41,75.71,75-80%,Santa Clara,5602,67.03,5.37,2.7,0,23.92,0.98
28.29,55.45,55-60%,Santa Clara,4073,65.04,1.47,4.17,0,27.92,1.4
30.79,60.25,60-65%,Santa Clara,6087,54.23,2.74,4.8,0,36.14,2.09
24.25,47.28,45-50%,Santa Clara,2955,19.12,5.58,1.52,0.34,71,2.44
36.47,69.84,65-70%,Santa Clara,6457,36.27,3.41,0.45,0.19,59.5,0.19
39.35,73.85,70-75%,Santa Clara,3858,68.82,4.56,0.36,0.44,20.58,5.24
33.03,64.11,60-65%,Santa Clara,5368,77.37,2.72,1.55,0,16.71,1.66
40.45,75.77,75-80%,Santa Clara,4484,47.55,10.33,0.45,0.13,40.88,0.67
30.16,59.05,55-60%,Santa Clara,3550,58.87,4.79,2.59,0,32.4,1.35
14.10,23.32,20-25%,Santa Clara,8810,44.87,15.01,2.18,0,35.55,2.4
17.80,32.24,30-35%,Santa Clara,4704,20.73,10.76,2.23,0,64.05,2.23
19.92,37.38,35-40%,Santa Clara,5285,28.42,15.44,0.74,0,52.73,2.67
20.79,39.54,35-40%,Santa Clara,5973,67.64,7.97,1.05,0.35,20.66,2.33
25.75,50.49,50-55%,Santa Clara,3773,46.14,9.09,1.09,0.32,42.99,0.37
22.27,42.68,40-45%,Santa Clara,6078,71.78,4.69,1.14,0,19.05,3.34
24.36,47.55,45-50%,Santa Clara,6772,62.92,2.51,1.39,0.25,29.73,3.2
16.61,29.37,25-30%,Santa Clara,5095,73.95,8.34,0.88,0.08,14.23,2.51
18.46,33.83,30-35%,Santa Clara,5883,76.3,7.02,0.58,0,16,0.1
7.54,7.75,5-10%,Santa Clara,5079,33.94,44.5,1.97,0.02,16.03,3.54
7.00,6.77,5-10%,Santa Clara,4359,24.94,39.53,1.33,0.39,31.87,1.95
16.77,29.85,25-30%,Santa Clara,5532,18.02,10.85,0.92,0,67.1,3.11
7.30,7.35,5-10%,Santa Clara,4537,19.31,23.21,1.72,0,51.29,4.47
21.76,41.67,40-45%,Santa Clara,7331,7.07,10.19,0.25,0,78.26,4.24
10.29,13.69,10-15%,Santa Clara,4897,17.87,11.39,1.37,0,66.88,2.49
7.95,8.40,5-10%,Santa Clara,6781,16.09,11.97,0.5,0.09,69.41,1.93
17.44,31.37,30-35%,Santa Clara,4760,12.37,9.92,3.21,0.23,72.06,2.21
12.10,18.23,15-20%,Santa Clara,4786,11.45,9.82,0.19,0,74.91,3.64
43.42,80.06,80-85%,Santa Clara,6095,39.13,9.37,0.66,0.18,49.07,1.59
34.01,65.83,65-70%,Santa Clara,7633,18.71,9.24,2.41,0.93,66.8,1.91
16.93,30.28,30-35%,Santa Clara,2931,7.54,17.81,0.75,0,70.25,3.65
17.90,32.45,30-35%,Santa Clara,5574,16.42,8.45,1.44,0.38,71.94,1.38
23.73,46.02,45-50%,Santa Clara,5936,7.43,12.4,10.31,0,69.29,0.57
21.66,41.41,40-45%,Santa Clara,6005,12.44,6.84,1.23,0.52,76.62,2.35
26.74,52.47,50-55%,Santa Clara,4724,18.54,12.15,3.45,0,61.18,4.68
13.00,20.51,20-25%,Santa Clara,5884,14.06,15.45,1.9,0,65.98,2.62
21.32,40.61,40-45%,Santa Clara,4873,20.5,13.03,0.72,0,62.28,3.47
22.18,42.49,40-45%,Santa Clara,1981,5.3,16.36,0.61,0,71.48,6.26
19.72,36.78,35-40%,Santa Clara,5221,3.96,10,0.29,0,83.88,1.88
7.12,6.98,5-10%,Santa Clara,5836,4.93,16.3,7.63,0.17,69.16,1.82
16.06,28.05,25-30%,Santa Clara,3777,12.92,11.52,7.2,0,64.6,3.76
NA,NA,NA,Santa Clara,269,3.72,39.03,3.35,0,53.9,0
23.34,45.23,45-50%,Santa Clara,5115,21.84,10.54,2.78,0,62.85,1.99
12.48,19.19,15-20%,Santa Clara,4694,10.37,14.78,0,0,72.48,2.36
20.21,38.02,35-40%,Santa Clara,5437,6.25,10.32,4.89,0,72.25,6.29
22.69,43.71,40-45%,Santa Clara,3849,26.92,7.2,3.25,0,58.77,3.87
8.47,9.61,5-10%,Santa Clara,2551,22.66,22.54,6.04,0,45.36,3.41
21.35,40.71,40-45%,Santa Clara,12367,17.26,8.74,5.47,0.36,62.57,5.59
16.45,28.92,25-30%,Santa Clara,9011,10.71,12.13,0.88,0.24,72.13,3.91
23.43,45.45,45-50%,Santa Clara,7088,14.48,6.49,3.01,0.21,67.85,7.97
26.65,52.36,50-55%,Santa Clara,6459,22.22,10.2,1.47,1.38,61.34,3.39
25.54,49.95,45-50%,Santa Clara,1016,32.97,38.48,0,0,24.61,3.94
34.61,66.97,65-70%,Santa Clara,2355,58.94,20.21,5.18,1.49,13.84,0.34
22.00,42.15,40-45%,Santa Clara,588,18.54,75.34,2.38,0,0.85,2.89
26.81,52.65,50-55%,Santa Clara,5516,27.39,19.78,2.28,0,48.89,1.65
22.77,43.92,40-45%,Santa Clara,7021,19.04,17.02,2.01,0,59.25,2.68
23.25,45.05,45-50%,Santa Clara,7286,18.02,42.33,3.77,0,32.78,3.1
22.21,42.57,40-45%,Santa Clara,3052,29.16,18.12,0.46,0,44.39,7.86
14.76,24.91,20-25%,Santa Clara,9956,5.29,22.45,1.1,0,66.47,4.68
22.99,44.49,40-45%,Santa Clara,10204,14.99,21.53,6.77,0.13,52.78,3.79
20.74,39.36,35-40%,Santa Clara,11441,4.26,24.25,2.18,0,67.58,1.74
20.49,38.79,35-40%,Santa Clara,4239,19.63,24.46,5.43,0,47.42,3.07
13.28,21.22,20-25%,Santa Clara,7769,7.03,22.98,4.87,0,60.72,4.41
23.03,44.60,40-45%,Santa Clara,11332,21.73,20.37,8.2,0,45.7,4.01
36.03,69.18,65-70%,Santa Clara,4076,33.81,22.15,6.31,0,34.4,3.34
30.42,59.53,55-60%,Santa Clara,6936,34.6,26.02,2.61,0,29.38,7.38
23.89,46.50,45-50%,Santa Clara,5964,21.28,48.31,3.05,0,22.27,5.1
24.59,47.92,45-50%,Santa Clara,5197,18.43,24.3,4.29,0,50.7,2.27
25.59,50.06,50-55%,Santa Clara,4168,20.2,32.29,5.13,0,38.12,4.25
29.28,57.43,55-60%,Santa Clara,6345,26.21,26.35,2.05,0,40.14,5.25
18.17,33.11,30-35%,Santa Clara,3266,19.53,35.09,2.66,0.31,40.45,1.96
19.57,36.40,35-40%,Santa Clara,5859,14.52,35.65,1.59,0.58,46.5,1.16
16.83,29.99,25-30%,Santa Clara,7423,18.77,21.66,0.71,0.94,55.89,2.02
12.38,18.95,15-20%,Santa Clara,3125,23.68,33.02,2.3,0.03,34.27,6.69
17.85,32.38,30-35%,Santa Clara,8742,20.56,26.05,0.57,0,47.9,4.93
15.50,26.70,25-30%,Santa Clara,4365,24.58,40.78,5.09,0,21.58,7.97
23.01,44.54,40-45%,Santa Clara,4557,20.41,52.47,3.07,0,20.83,3.23
23.26,45.06,45-50%,Santa Clara,6726,24.41,35.64,5.32,0,25.81,8.82
10.86,15.15,15-20%,Santa Clara,4279,27.2,51.51,2.22,0,14.77,4.3
12.32,18.77,15-20%,Santa Clara,7393,15.83,48.6,2.43,0,31.02,2.12
12.37,18.92,15-20%,Santa Clara,4752,18.01,50.08,2.34,0,26.83,2.74
10.97,15.37,15-20%,Santa Clara,4381,11.53,41.93,1.07,0,42.02,3.45
11.99,17.91,15-20%,Santa Clara,4158,8.9,37.3,3.03,0,47.54,3.22
12.24,18.52,15-20%,Santa Clara,5090,7.66,29.76,1.22,0,56.95,4.4
9.29,11.17,10-15%,Santa Clara,7389,5.95,39.71,1.52,0,47.85,4.97
18.93,34.95,30-35%,Santa Clara,6589,12.22,18.36,3.66,0.82,63.26,1.68
10.85,15.12,15-20%,Santa Clara,5568,8.53,23.85,3.97,0,58.57,5.08
13.32,21.28,20-25%,Santa Clara,5443,18.98,40.07,7.28,0.04,29.52,4.12
11.13,15.73,15-20%,Santa Clara,6778,18.87,48.27,3.47,0.68,26.62,2.1
14.37,23.98,20-25%,Santa Clara,5262,25.79,27.77,2.3,0,42.78,1.37
13.99,22.98,20-25%,Santa Clara,6726,30.23,31.5,17.99,0,18.63,1.65
18.19,33.18,30-35%,Santa Clara,5017,24.5,41.12,6.44,0,21.61,6.34
17.97,32.63,30-35%,Santa Clara,5784,39.78,37.38,4.89,0,14.77,3.18
18.07,32.88,30-35%,Santa Clara,7421,41.85,22.21,4.39,0,25.95,5.59
13.20,20.92,20-25%,Santa Clara,3941,18.55,61.86,3.53,0.28,11.29,4.49
13.34,21.34,20-25%,Santa Clara,6241,24.26,48.73,3.91,0,20.33,2.77
14.47,24.24,20-25%,Santa Clara,4568,21.63,38.51,2.71,0,32.82,4.33
10.73,14.75,10-15%,Santa Clara,3923,12.8,52.41,1.35,0.05,28.04,5.35
6.48,5.72,5-10%,Santa Clara,7753,10.92,48.25,0.05,0,36.95,3.82
8.89,10.44,10-15%,Santa Clara,4387,15.18,44.79,3.74,0,27.58,8.71
9.64,12.09,10-15%,Santa Clara,4468,23.46,43.42,2.82,0,26.21,4.1
10.09,13.15,10-15%,Santa Clara,3998,17.51,46.17,0,0,31.02,5.3
13.06,20.68,20-25%,Santa Clara,5860,19.71,52.39,2.59,0.39,20.8,4.11
8.44,9.49,5-10%,Santa Clara,3564,12.54,50.53,2.19,0,28.14,6.59
10.67,14.60,10-15%,Santa Clara,5832,10.07,72.55,0.6,0,12.14,4.65
8.34,9.22,5-10%,Santa Clara,5674,14.17,58.81,0.95,0,22.17,3.89
9.32,11.23,10-15%,Santa Clara,7344,13.93,52.19,1.84,0,29.87,2.17
5.32,3.59,1-5% (lowest scores),Santa Clara,3920,4.69,64.08,1.1,0.26,24.21,5.66
4.19,1.84,1-5% (lowest scores),Santa Clara,7939,7.85,65.9,1.32,0,19.16,5.77
5.89,4.49,1-5% (lowest scores),Santa Clara,7095,6.62,82.57,0.89,0,8.33,1.59
4.80,2.75,1-5% (lowest scores),Santa Clara,3050,3.25,81.05,0.26,0,10.56,4.89
7.60,7.88,5-10%,Santa Clara,3211,16.47,71.41,0,0,8.78,3.33
3.72,1.13,1-5% (lowest scores),Santa Clara,2971,17.44,59.21,0.54,0,18.98,3.84
10.98,15.41,15-20%,Santa Clara,4853,5.44,68.08,0.62,0,20.89,4.97
3.83,1.25,1-5% (lowest scores),Santa Clara,2426,5.23,72.3,0.16,0,19.66,2.64
3.91,1.37,1-5% (lowest scores),Santa Clara,6602,4.27,47.62,0.03,0.45,44.3,3.32
1.31,0.05,1-5% (lowest scores),Santa Clara,2892,2.25,61.24,0.28,0,26.24,9.99
5.73,4.14,1-5% (lowest scores),Santa Clara,5858,2.3,32.78,0.05,0.43,60.6,3.84
10.59,14.37,10-15%,Santa Clara,4013,4.68,60.58,0.45,0,28.01,6.28
5.19,3.34,1-5% (lowest scores),Santa Clara,5927,1.6,31.58,0.61,0,64.4,1.81
4.50,2.31,1-5% (lowest scores),Santa Clara,5566,3.36,51.17,1.31,0.09,42.13,1.94
9.43,11.50,10-15%,Santa Clara,3534,1.36,29.12,0.85,0,66.21,2.46
4.56,2.34,1-5% (lowest scores),Santa Clara,6161,0,21.36,0,0,76,2.65
6.53,5.82,5-10%,Santa Clara,8116,2.98,36.75,0.16,0,56.99,3.12
12.49,19.21,15-20%,Santa Clara,5465,7.78,26.79,0,0,60.91,4.52
12.00,17.94,15-20%,Santa Clara,5971,2.6,13.15,0,0.49,80.82,2.95
10.51,14.15,10-15%,Santa Clara,3383,5.05,15.19,0,0,77.09,2.66
3.97,1.46,1-5% (lowest scores),Santa Clara,5580,1.79,19.61,0,0,75.46,3.14
3.53,1.03,1-5% (lowest scores),Santa Clara,4968,1.33,20.21,0.83,0,74.46,3.18
9.16,10.98,10-15%,Santa Clara,3195,3.29,26.7,0,1.97,65.63,2.41
11.47,16.53,15-20%,Santa Clara,6063,6.32,19.35,0,0,71.27,3.07
5.22,3.42,1-5% (lowest scores),Santa Clara,4286,1.38,21.16,0.68,0.21,74.52,2.05
12.16,18.34,15-20%,Santa Clara,7487,2.11,22.67,0,0,71.56,3.66
11.72,17.12,15-20%,Santa Clara,2480,4.84,33.02,4.27,0.36,55.12,2.38
