ces_4_0_score,ces_4_0_percentile,ces_4_0_percentile_range,california_county,total_population,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_multiple_percent
39.89,74.80,70-75%,Los Angeles,2973,54.12,28.19,0,0,15.78,1.92
56.30,93.42,90-95%,Los Angeles,4856,97.59,1.85,0,0,0,0.56
44.73,81.68,80-85%,Los Angeles,3829,86.05,5.3,0,0.6,7.78,0.26
45.43,82.49,80-85%,Los Angeles,4551,82.14,9.27,0.53,0,6.28,1.78
38.19,72.45,70-75%,Los Angeles,2703,86.09,5.18,0.37,0,8.36,0
51.52,89.49,85-90%,Los Angeles,4912,96.4,1.57,0,0,2.04,0
48.22,85.78,85-90%,Los Angeles,7150,93.24,4.41,0.38,0,1.09,0.88
39.50,74.17,70-75%,Los Angeles,5362,91.07,5.86,1.08,0.56,1.16,0.28
37.89,71.92,70-75%,Los Angeles,6363,90.27,3.3,1.63,0.2,4.18,0.41
43.94,80.74,80-85%,Los Angeles,3046,92.38,6.17,0,0.69,0.53,0.23
35.52,68.42,65-70%,Los Angeles,5013,84.92,12.37,0.52,0.3,1.32,0.58
38.97,73.41,70-75%,Los Angeles,4864,73.01,15.15,0.25,0.68,9,1.91
29.78,58.26,55-60%,Los Angeles,7154,73.71,21.02,1.33,0,2.39,1.55
47.20,84.64,80-85%,Los Angeles,3669,82.28,11.28,1.61,1.83,2.29,0.71
17.77,32.16,30-35%,Los Angeles,2272,55.68,32.79,0,0,9.77,1.76
27.58,54.07,50-55%,Los Angeles,5280,72.99,20.78,0.64,1.5,2.01,2.08
34.06,65.92,65-70%,Los Angeles,3369,77.53,13.06,0.92,0.39,6,2.11
35.63,68.62,65-70%,Los Angeles,7769,55.66,29.73,1.63,0.15,7.8,5.02
28.80,56.58,55-60%,Los Angeles,3425,57.66,38.04,0.26,0,4.03,0
27.76,54.43,50-55%,Los Angeles,3311,76.29,17.61,3.93,0,1.12,1.06
47.87,85.31,85-90%,Los Angeles,4427,87.31,8.22,0.5,0.38,1.02,2.58
47.00,84.47,80-85%,Los Angeles,2175,80.28,13.56,1.56,0,3.17,1.43
29.96,58.59,55-60%,Los Angeles,4153,75.63,18.49,1.9,0,1.64,2.34
38.97,73.39,70-75%,Los Angeles,2634,82.99,11.66,0.61,0,1.33,3.42
46.42,83.77,80-85%,Los Angeles,4251,86.03,5.34,1.32,0,4.59,2.73
40.32,75.52,75-80%,Los Angeles,4930,70.73,20.43,1.38,0,1.83,5.64
51.42,89.35,85-90%,Los Angeles,5036,81.16,15.79,0.99,0.24,1.83,0
58.59,94.83,90-95%,Los Angeles,6937,91.18,5.56,0.14,0,2.78,0.33
62.48,96.80,95-100% (highest scores),Los Angeles,5794,92.01,4.21,0.95,2.31,0.48,0.03
55.24,92.69,90-95%,Los Angeles,2970,89.43,5.79,2.15,0,1.75,0.88
48.91,86.62,85-90%,Los Angeles,4957,86.46,8.49,0.75,0,3.69,0.61
50.23,88.14,85-90%,Los Angeles,3874,91.48,7.87,0.05,0.18,0.41,0
53.33,91.17,90-95%,Los Angeles,4274,94.17,4.47,0.28,0,1.08,0
52.86,90.78,90-95%,Los Angeles,6939,91.22,5.14,2.28,0.1,1.25,0
45.61,82.75,80-85%,Los Angeles,4477,87.51,8.8,1.23,0,1.56,0.89
54.88,92.46,90-95%,Los Angeles,6919,78.55,11.01,4.68,0.22,2.7,2.83
40.76,76.30,75-80%,Los Angeles,6468,82.58,13.71,0.43,0,2.58,0.7
40.59,76.01,75-80%,Los Angeles,3221,51.94,13.75,7.2,0.22,25.12,1.77
34.81,67.25,65-70%,Los Angeles,5816,75.79,15.22,1.07,0.29,2.84,4.8
56.38,93.52,90-95%,Los Angeles,4168,88.46,4.41,0.41,0,4.08,2.64
58.73,94.94,90-95%,Los Angeles,5606,89.14,4.87,0,3.16,2.32,0.52
41.27,77.04,75-80%,Los Angeles,5204,85.24,8.42,0.12,0,6.23,0
47.13,84.59,80-85%,Los Angeles,2542,85.25,4.45,0,0.83,9.48,0
39.45,74.08,70-75%,Los Angeles,4228,81.76,13.1,0.09,0,4.16,0.88
33.71,65.34,65-70%,Los Angeles,4091,72.53,15.25,0,0,6.8,5.43
34.64,67.01,65-70%,Los Angeles,4144,66.17,16.99,3.89,0,11.66,1.3
33.67,65.24,65-70%,Los Angeles,5028,76.81,12.27,0.62,0,10.04,0.26
22.11,42.40,40-45%,Los Angeles,3374,63.78,29.85,0.74,0,4.06,1.57
23.48,45.51,45-50%,Los Angeles,6784,75.35,17.44,0.04,0.52,3.76,2.89
25.87,50.74,50-55%,Los Angeles,6492,58.39,33.09,1.43,0,6.07,1.02
24.74,48.20,45-50%,Los Angeles,4129,65.78,28.99,0.27,0.12,3.78,1.07
32.31,62.96,60-65%,Los Angeles,6444,69.91,18.54,0.95,1.01,7.12,2.47
24.76,48.25,45-50%,Los Angeles,4655,71.13,23.59,0.06,1.03,2.69,1.5
26.04,51.02,50-55%,Los Angeles,4151,41.94,34.55,6.22,1.32,11.97,4
15.89,27.56,25-30%,Los Angeles,4212,48.05,35.94,0.45,0,11.97,3.58
22.40,43.03,40-45%,Los Angeles,4840,53.6,42.38,0,0,3.87,0.17
25.34,49.53,45-50%,Los Angeles,5516,54.77,34.52,0.67,0,6.78,3.26
20.39,38.45,35-40%,Los Angeles,7622,18.54,27.62,0.29,0,52.53,1.02
24.77,48.26,45-50%,Los Angeles,3851,46.04,31.91,0,0,15.74,6.31
25.36,49.60,45-50%,Los Angeles,4900,40.1,28.47,1.96,0,27.41,2.06
19.99,37.51,35-40%,Los Angeles,2942,45.14,32.7,0.71,0,18.9,2.55
37.42,71.24,70-75%,Los Angeles,4939,47.78,34.97,0.47,0.2,13.14,3.44
27.07,53.20,50-55%,Los Angeles,5860,34.74,42.85,1.93,0,16.35,4.13
24.39,47.60,45-50%,Los Angeles,5461,48.47,34.08,3.75,0.29,12.2,1.21
39.17,73.75,70-75%,Los Angeles,4826,66.39,15.21,2.32,0.41,14.94,0.73
NA,NA,NA,Los Angeles,9,0,0,0,100,0,0
41.52,77.36,75-80%,Los Angeles,3080,56.66,22.27,1.95,0,18.67,0.45
52.44,90.47,90-95%,Los Angeles,3495,64.46,14.45,2.23,0,14.45,4.41
43.37,79.98,75-80%,Los Angeles,3971,38.58,9.07,0.45,0,51.4,0.5
46.25,83.56,80-85%,Los Angeles,4430,61.67,13.5,0.47,0,22.73,1.63
58.18,94.60,90-95%,Los Angeles,5285,78.03,8.33,4.09,0.87,5.39,3.29
49.30,87.18,85-90%,Los Angeles,4862,78.63,12.01,0.53,0,8.41,0.41
46.47,83.83,80-85%,Los Angeles,4348,88.87,3.36,0,0,7.77,0
51.62,89.56,85-90%,Los Angeles,2728,82.62,8.47,0.73,0,7.37,0.81
45.37,82.34,80-85%,Los Angeles,3904,86.55,1.87,0,0,11.58,0
49.60,87.43,85-90%,Los Angeles,2211,90.64,3.93,0,0,4.88,0.54
49.56,87.41,85-90%,Los Angeles,6849,92.96,3.59,0.67,0,2.77,0
51.21,89.09,85-90%,Los Angeles,3744,73.29,0.75,4.01,0,21.63,0.32
64.90,97.79,95-100% (highest scores),Los Angeles,3719,91.56,3.12,0.05,0,5.27,0
62.95,97.06,95-100% (highest scores),Los Angeles,2930,91.64,6.11,0,0,1.94,0.31
56.59,93.71,90-95%,Los Angeles,1769,86.38,10.46,0.28,0,2.88,0
64.38,97.58,95-100% (highest scores),Los Angeles,2157,94.9,3.11,0,0,1.81,0.19
58.21,94.62,90-95%,Los Angeles,5407,92.68,5.51,0,0,1.66,0.15
50.04,87.92,85-90%,Los Angeles,3165,94.22,3.22,1.07,0,1.49,0
46.94,84.34,80-85%,Los Angeles,3684,98.81,0.73,0.35,0,0.11,0
51.68,89.67,85-90%,Los Angeles,3840,94.38,1.2,0,0,4.43,0
60.33,95.88,95-100% (highest scores),Los Angeles,5133,98.07,1.64,0,0,0,0.29
60.98,96.23,95-100% (highest scores),Los Angeles,4851,98.89,0.85,0.08,0.19,0,0
57.46,94.18,90-95%,Los Angeles,3210,98.79,0.44,0,0.22,0.56,0
50.76,88.62,85-90%,Los Angeles,5530,98.81,0.83,0.25,0,0.11,0
51.42,89.36,85-90%,Los Angeles,4431,97.34,0.9,0.72,0,1.04,0
67.89,98.56,95-100% (highest scores),Los Angeles,4824,97.82,0.7,0.56,0,0.85,0.06
73.71,99.55,95-100% (highest scores),Los Angeles,6215,99.5,0.5,0,0,0,0
52.83,90.75,90-95%,Los Angeles,3397,98.7,0.82,0,0,0.47,0
56.07,93.28,90-95%,Los Angeles,2753,99.2,0.47,0,0.33,0,0
60.49,96.00,95-100% (highest scores),Los Angeles,4250,99.67,0.19,0,0,0,0.14
57.77,94.39,90-95%,Los Angeles,4432,97.27,1.06,0.16,1.35,0.16,0
48.08,85.62,85-90%,Los Angeles,3409,95.1,0.47,0,0,0.94,3.49
48.86,86.57,85-90%,Los Angeles,3775,98.36,1.64,0,0,0,0
44.22,81.13,80-85%,Los Angeles,5375,95.72,4.02,0,0.26,0,0
60.92,96.21,95-100% (highest scores),Los Angeles,5163,96.9,1.61,0,0,0.52,0.97
38.79,73.21,70-75%,Los Angeles,4960,96.81,1.51,0,1.67,0,0
51.64,89.57,85-90%,Los Angeles,6237,97.24,1.15,0.35,0,1.25,0
52.02,90.07,90-95%,Los Angeles,4763,94.94,4.68,0,0,0.38,0
62.27,96.63,95-100% (highest scores),Los Angeles,3036,94.04,3.85,0.86,0,0.23,1.02
60.58,96.05,95-100% (highest scores),Los Angeles,3360,90.24,3.42,0,0.48,5.86,0
50.94,88.80,85-90%,Los Angeles,6747,94.26,1.51,0,1.04,3.19,0
36.15,69.44,65-70%,Los Angeles,3936,86.15,2.69,0.1,0,11.05,0
52.15,90.18,90-95%,Los Angeles,7363,87.91,2.5,1.62,0,7.5,0.48
74.06,99.58,95-100% (highest scores),Los Angeles,4881,97.48,1.48,0.72,0,0.14,0.18
61.50,96.39,95-100% (highest scores),Los Angeles,4599,96.24,1.46,0.39,0,1.17,0.74
70.00,99.08,95-100% (highest scores),Los Angeles,4013,81.46,3.84,10.22,3.24,0.32,0.92
NA,NA,NA,Los Angeles,45,80,17.78,2.22,0,0,0
66.29,98.15,95-100% (highest scores),Los Angeles,4195,93.9,1.62,2.17,0,2.31,0
69.06,98.89,95-100% (highest scores),Los Angeles,3289,97.72,1.16,1.12,0,0,0
57.65,94.33,90-95%,Los Angeles,2739,97.77,1.02,0.8,0,0.26,0.15
53.88,91.53,90-95%,Los Angeles,3301,94.06,2.33,2.42,0.3,0.87,0
55.70,93.03,90-95%,Los Angeles,4405,96.69,2.54,0.57,0,0.2,0
63.92,97.45,95-100% (highest scores),Los Angeles,3417,93.5,1,5.18,0,0.32,0
65.54,97.95,95-100% (highest scores),Los Angeles,4590,94.25,0.54,5.16,0,0.04,0
66.87,98.39,95-100% (highest scores),Los Angeles,7058,93.6,0.64,5.4,0,0.37,0
67.56,98.50,95-100% (highest scores),Los Angeles,4709,93.74,1.02,5.25,0,0,0
69.29,98.93,95-100% (highest scores),Los Angeles,2705,96.12,0.7,0.37,0,0,2.81
57.33,94.07,90-95%,Los Angeles,3283,96.95,2.62,0.43,0,0,0
44.07,80.94,80-85%,Los Angeles,4415,96.92,1.68,1.2,0.02,0.07,0.11
55.31,92.75,90-95%,Los Angeles,2510,99.44,0.56,0,0,0,0
42.92,79.36,75-80%,Los Angeles,1655,96.8,0.42,0,2.78,0,0
49.44,87.33,85-90%,Los Angeles,3503,98.83,1,0,0,0.17,0
54.56,92.15,90-95%,Los Angeles,2788,98.03,1.97,0,0,0,0
50.91,88.77,85-90%,Los Angeles,3124,99.33,0.42,0,0.26,0,0
49.43,87.32,85-90%,Los Angeles,1931,98.14,0.26,0.05,0,0.47,1.09
57.57,94.26,90-95%,Los Angeles,3346,98,1.26,0.36,0,0,0.39
57.08,93.92,90-95%,Los Angeles,5098,99.61,0.39,0,0,0,0
52.52,90.52,90-95%,Los Angeles,4240,98.63,1.37,0,0,0,0
62.44,96.76,95-100% (highest scores),Los Angeles,2848,94.7,2.21,1.62,0,1.47,0
54.59,92.18,90-95%,Los Angeles,3051,99.74,0.26,0,0,0,0
43.78,80.52,80-85%,Los Angeles,2143,97.01,2.99,0,0,0,0
47.87,85.33,85-90%,Los Angeles,2141,94.26,0.33,5.14,0,0,0.28
55.49,92.90,90-95%,Los Angeles,4762,94.79,3.72,0,0,1.49,0
60.10,95.73,95-100% (highest scores),Los Angeles,5546,90.41,5.27,0,0.23,1.44,2.65
62.93,97.05,95-100% (highest scores),Los Angeles,6986,91.41,6.94,0.67,0.26,0,0.72
51.65,89.60,85-90%,Los Angeles,2998,95.7,3.14,0.47,0.27,0.27,0.17
55.78,93.10,90-95%,Los Angeles,3543,99.32,0.2,0,0,0.48,0
64.41,97.59,95-100% (highest scores),Los Angeles,5259,100,0,0,0,0,0
51.36,89.28,85-90%,Los Angeles,6324,87.79,10.64,1.01,0.06,0.49,0
47.42,84.92,80-85%,Los Angeles,4207,98.29,1.19,0,0,0.52,0
55.77,93.08,90-95%,Los Angeles,3485,97.42,0.26,1.64,0,0.69,0
72.00,99.37,95-100% (highest scores),Los Angeles,3794,94.89,0.95,3.53,0,0.63,0
60.67,96.13,95-100% (highest scores),Los Angeles,6320,95,2.28,2.04,0,0,0.68
62.81,97.02,95-100% (highest scores),Los Angeles,4049,98.25,1.53,0,0,0.22,0
54.34,91.97,90-95%,Los Angeles,5125,97.42,1.44,0,0.31,0.82,0
43.13,79.70,75-80%,Los Angeles,4628,93.34,4.82,0.84,0,0.93,0.06
63.32,97.23,95-100% (highest scores),Los Angeles,2358,91.09,1.31,1.91,0,5.68,0
71.90,99.34,95-100% (highest scores),Los Angeles,6219,98.49,0.26,1.25,0,0,0
72.69,99.43,95-100% (highest scores),Los Angeles,4768,96.14,2.06,0.99,0.29,0.42,0.1
73.82,99.56,95-100% (highest scores),Los Angeles,5748,93.23,6.28,0.24,0,0.24,0
66.73,98.36,95-100% (highest scores),Los Angeles,3206,97.91,1.72,0.22,0,0.16,0
71.40,99.28,95-100% (highest scores),Los Angeles,4320,92.15,3.61,1.74,0,1.6,0.9
70.45,99.18,95-100% (highest scores),Los Angeles,3720,96.53,1.53,1.4,0.16,0.38,0
46.36,83.72,80-85%,Los Angeles,2795,94.17,5.83,0,0,0,0
51.92,89.93,85-90%,Los Angeles,3677,90.35,7.83,0.33,0.33,1.17,0
63.83,97.42,95-100% (highest scores),Los Angeles,4351,97.54,0.71,0.25,0.21,0.74,0.55
59.44,95.32,95-100% (highest scores),Los Angeles,5027,98.85,0.97,0.18,0,0,0
47.05,84.54,80-85%,Los Angeles,5226,97.21,1.74,0.08,0.1,0,0.88
60.39,95.93,95-100% (highest scores),Los Angeles,4654,96.86,2.26,0.39,0,0.34,0.15
35.19,67.88,65-70%,Los Angeles,4435,97.09,2.01,0,0.36,0.41,0.14
47.35,84.86,80-85%,Los Angeles,3136,97.58,1.31,0.19,0,0,0.92
50.64,88.53,85-90%,Los Angeles,4589,97.08,0.78,0,0,1.83,0.31
54.01,91.69,90-95%,Los Angeles,3736,98.5,0.51,0,0,0.88,0.11
57.57,94.25,90-95%,Los Angeles,6319,99.29,0.41,0,0,0.3,0
63.05,97.10,95-100% (highest scores),Los Angeles,4512,91.95,0,7.29,0.58,0,0.18
61.58,96.44,95-100% (highest scores),Los Angeles,3648,97.31,0,2.33,0.36,0,0
63.95,97.48,95-100% (highest scores),Los Angeles,7949,89.48,0.68,8.39,0,0,1.45
62.09,96.55,95-100% (highest scores),Los Angeles,4621,88.4,0.82,9.89,0,0.13,0.76
62.02,96.52,95-100% (highest scores),Los Angeles,6111,88.14,0.15,10.96,0,0,0.75
63.66,97.33,95-100% (highest scores),Los Angeles,6524,95.8,0,4.2,0,0,0
74.90,99.63,95-100% (highest scores),Los Angeles,3553,89.36,0.65,9.46,0,0.17,0.37
56.30,93.39,90-95%,Los Angeles,3898,96.64,1.82,0.72,0,0.25,0.56
45.81,83.02,80-85%,Los Angeles,5411,94.1,2.33,0.37,0,2.99,0.2
42.26,78.40,75-80%,Los Angeles,2240,98.53,0.36,0,1.12,0,0
62.79,97.01,95-100% (highest scores),Los Angeles,3998,96.37,0.33,3.15,0,0.15,0
62.19,96.60,95-100% (highest scores),Los Angeles,4476,99.42,0.58,0,0,0,0
50.31,88.22,85-90%,Los Angeles,4440,99.37,0.63,0,0,0,0
60.76,96.15,95-100% (highest scores),Los Angeles,2007,97.31,1.94,0.75,0,0,0
55.62,92.97,90-95%,Los Angeles,4946,98.97,0.51,0,0.53,0,0
40.75,76.29,75-80%,Los Angeles,5237,97.21,0.69,0,0,1.76,0.34
52.64,90.63,90-95%,Los Angeles,5638,95.1,4.2,0,0,0.16,0.53
37.41,71.22,70-75%,Los Angeles,6600,95.56,3.59,0,0,0.55,0.3
42.20,78.32,75-80%,Los Angeles,4246,98.94,0.92,0,0,0.14,0
46.66,84.01,80-85%,Los Angeles,5328,97.73,1.09,0.98,0.21,0,0
59.06,95.12,95-100% (highest scores),Los Angeles,5578,99.32,0.68,0,0,0,0
38.27,72.55,70-75%,Los Angeles,7209,95.69,2.62,0,0,1.5,0.19
66.38,98.18,95-100% (highest scores),Los Angeles,3701,97.81,1.05,0,0.76,0.38,0
63.73,97.35,95-100% (highest scores),Los Angeles,3155,76.45,22.6,0.38,0,0.32,0.25
66.43,98.23,95-100% (highest scores),Los Angeles,5353,96.53,2.22,0.17,0,0.15,0.93
75.11,99.67,95-100% (highest scores),Los Angeles,3900,93.74,3.26,1.51,0,0.79,0.69
57.46,94.19,90-95%,Los Angeles,7281,87.47,7.79,2.06,0,2.68,0
68.47,98.76,95-100% (highest scores),Los Angeles,7139,95.08,1.39,2.63,0,0.69,0.21
51.26,89.20,85-90%,Los Angeles,6743,88.91,2.51,7.59,0,0.99,0
53.34,91.19,90-95%,Los Angeles,6905,86.53,1.23,10.66,1.26,0.32,0
40.53,75.92,75-80%,Los Angeles,2587,98.03,0.31,0.77,0.31,0.58,0
49.30,87.17,85-90%,Los Angeles,7116,90.26,4.51,3.01,0.32,1.76,0.14
65.11,97.86,95-100% (highest scores),Los Angeles,5807,88.44,0.96,8.89,0.69,0.5,0.52
55.86,93.14,90-95%,Los Angeles,4728,97.1,0.99,0.23,0,1.67,0
70.56,99.21,95-100% (highest scores),Los Angeles,2109,84.21,0.19,15.6,0,0,0
60.30,95.86,95-100% (highest scores),Los Angeles,6713,79.8,7.79,10.46,0.27,0.97,0.72
63.66,97.31,95-100% (highest scores),Los Angeles,6163,83.47,3.2,12.93,0,0.41,0
62.34,96.65,95-100% (highest scores),Los Angeles,4981,76.33,0.52,23.15,0,0,0
72.57,99.39,95-100% (highest scores),Los Angeles,3230,70.71,3.44,25.05,0,0.68,0.12
51.48,89.44,85-90%,Los Angeles,5287,44.22,0.02,51.33,0,0,4.43
72.25,99.38,95-100% (highest scores),Los Angeles,4904,74.02,3.02,21.29,0.27,0.83,0.57
58.70,94.91,90-95%,Los Angeles,4707,38.52,1.15,58.3,0,0,2.04
53.98,91.67,90-95%,Los Angeles,1144,39.77,3.67,48.69,0,7.87,0
54.69,92.27,90-95%,Los Angeles,3318,28.87,14.62,55.09,0,1.02,0.39
59.91,95.66,95-100% (highest scores),Los Angeles,3251,55.21,1.94,38.48,0,1.85,2.52
59.14,95.20,95-100% (highest scores),Los Angeles,6546,48.03,1.01,47.13,0,0.75,3.09
55.52,92.94,90-95%,Los Angeles,5512,69.07,0.76,27.92,0,0.73,1.52
56.55,93.67,90-95%,Los Angeles,7989,84.72,0.76,8.39,2.78,3.22,0.14
59.12,95.15,95-100% (highest scores),Los Angeles,6273,82.75,0.41,16.72,0,0,0.11
65.99,98.10,95-100% (highest scores),Los Angeles,3059,83.79,1.86,12.65,0,0.78,0.92
65.81,98.05,95-100% (highest scores),Los Angeles,5917,85.23,2.21,11.83,0,0.19,0.54
65.31,97.91,95-100% (highest scores),Los Angeles,4805,73.11,0.56,23.7,0,2.62,0
61.02,96.26,95-100% (highest scores),Los Angeles,2348,81.69,0.81,17.5,0,0,0
63.34,97.24,95-100% (highest scores),Los Angeles,6638,90.33,0.86,7.26,0.5,0.5,0.56
51.39,89.32,85-90%,Los Angeles,6180,77.67,1.08,19.32,0.29,0.02,1.62
52.74,90.70,90-95%,Los Angeles,5306,85.81,0.98,10.99,0,2.02,0.21
52.29,90.34,90-95%,Los Angeles,4708,64.63,1.72,32.43,0,1.21,0
46.64,84.00,80-85%,Los Angeles,3685,87,0.43,12.37,0,0.19,0
55.28,92.73,90-95%,Los Angeles,3473,85.89,3.31,9.13,0.35,0.4,0.92
54.40,92.04,90-95%,Los Angeles,4781,83.79,1.07,13.24,0.88,0,1.02
65.67,98.00,95-100% (highest scores),Los Angeles,3523,85.15,1.19,8.57,0,3.41,1.67
73.92,99.57,95-100% (highest scores),Los Angeles,7155,71.45,1.05,26.25,0,0,1.26
73.16,99.48,95-100% (highest scores),Los Angeles,4735,59.92,0.7,34.61,0,3.33,1.44
80.71,99.94,95-100% (highest scores),Los Angeles,3306,65.34,0.54,33.55,0,0.57,0
52.10,90.14,90-95%,Los Angeles,4891,42.94,0,46.45,0,0.25,10.37
66.21,98.13,95-100% (highest scores),Los Angeles,5006,62.66,0.66,34.56,0.34,0.08,1.7
64.69,97.69,95-100% (highest scores),Los Angeles,3295,80.33,1.4,16.42,0,1.85,0
60.27,95.84,95-100% (highest scores),Los Angeles,5934,76.96,0.76,21.81,0,0,0.47
50.88,88.73,85-90%,Los Angeles,6129,78.3,2.07,19.11,0.13,0,0.39
50.23,88.15,85-90%,Los Angeles,2980,52.95,2.58,42.68,0,0,1.78
54.45,92.08,90-95%,Los Angeles,3254,84.79,0.92,13.09,0,0.74,0.46
65.75,98.02,95-100% (highest scores),Los Angeles,4531,47.52,1.57,49.53,0,0.5,0.88
62.43,96.75,95-100% (highest scores),Los Angeles,7254,45.66,1.03,47.46,0,1.63,4.22
59.33,95.26,95-100% (highest scores),Los Angeles,3605,60.61,3.19,34.45,0.19,1.03,0.53
79.29,99.91,95-100% (highest scores),Los Angeles,5124,78.14,1.09,15.67,0,4.84,0.25
35.36,68.08,65-70%,Los Angeles,5872,6.2,7.85,80.64,0,3.22,2.09
56.21,93.36,90-95%,Los Angeles,3776,50.11,18.88,25.19,0,3.29,2.54
42.90,79.31,75-80%,Los Angeles,7863,28.84,7.58,14.32,0,44.5,4.76
35.20,67.89,65-70%,Los Angeles,5446,11.81,6.98,58.48,0,16.42,6.32
38.57,72.98,70-75%,Los Angeles,7959,10.45,2.24,72.08,1.21,10.46,3.57
55.98,93.26,90-95%,Los Angeles,3731,57.89,4.13,20.93,0,14.64,2.41
53.67,91.44,90-95%,Los Angeles,7457,27.4,6.13,6.13,0,57.79,2.55
51.10,89.01,85-90%,Los Angeles,4218,56.07,10,3.25,0.26,28.4,2.02
44.70,81.61,80-85%,Los Angeles,5696,33.08,15.68,8.44,0,40.03,2.77
35.46,68.38,65-70%,Los Angeles,3781,42.58,6.03,9.28,0.5,39.2,2.41
31.95,62.34,60-65%,Los Angeles,7864,30.33,18.88,5.32,0,40.35,5.12
33.17,64.41,60-65%,Los Angeles,4301,21.86,18.44,27.51,0,28.64,3.56
39.17,73.73,70-75%,Los Angeles,5226,31.38,8.21,7.73,0,48.11,4.57
37.56,71.42,70-75%,Los Angeles,3057,55.58,3.83,0,0,40.13,0.46
42.56,78.73,75-80%,Los Angeles,6637,55.4,6.81,7.62,0,27.95,2.21
34.96,67.47,65-70%,Los Angeles,3370,56.59,8.9,2.52,0,24.84,7.15
57.14,93.99,90-95%,Los Angeles,5159,37.97,12.27,10.12,1.1,35.7,2.83
48.21,85.77,85-90%,Los Angeles,6478,37.06,4.35,7.59,0.46,48.47,2.05
54.34,91.96,90-95%,Los Angeles,3740,43.21,12.99,4.04,0.16,35.45,4.14
56.25,93.38,90-95%,Los Angeles,4636,75.32,2.85,3.86,0.15,17.58,0.24
56.55,93.62,90-95%,Los Angeles,4574,69.44,7.02,6.3,0,16.3,0.94
45.50,82.56,80-85%,Los Angeles,3187,60.59,11.64,7.06,0.35,14.94,5.43
NA,NA,NA,Los Angeles,1982,45.01,30.37,15.49,0.66,7.26,1.21
47.01,84.51,80-85%,Los Angeles,7329,75.04,9.48,5.47,0,9.82,0.18
37.25,70.89,70-75%,Los Angeles,2911,80.42,8.35,3.61,0,6.22,1.41
44.31,81.25,80-85%,Los Angeles,5710,71.8,10.63,6.57,0.79,8.19,2.01
53.74,91.49,90-95%,Los Angeles,8421,68.19,15.12,2.07,0,12.9,1.72
35.23,67.91,65-70%,Los Angeles,1226,80.34,11.58,0.08,0.16,7.83,0
34.18,66.25,65-70%,Los Angeles,8316,73.03,14.68,1.02,0,9.8,1.47
36.74,70.17,70-75%,Los Angeles,5960,73.34,16.12,2.53,0,6.68,1.33
28.03,55.04,55-60%,Los Angeles,4328,70.15,19.76,0.6,0,7.39,2.1
39.76,74.63,70-75%,Los Angeles,6104,75.18,20.46,0.97,0.23,2.42,0.74
40.85,76.36,75-80%,Los Angeles,7403,79.02,13.22,0.74,0,5.92,1.09
39.07,73.60,70-75%,Los Angeles,4141,72.86,14.71,3.02,0,8.48,0.94
26.49,51.97,50-55%,Los Angeles,5803,77.75,12.98,0.81,0,7.24,1.22
37.62,71.51,70-75%,Los Angeles,7281,66.46,18.01,2.36,0,11.5,1.68
43.12,79.69,75-80%,Los Angeles,3964,77.67,5.22,5.55,0,10.42,1.14
51.45,89.40,85-90%,Los Angeles,5427,81.81,6.47,4.7,0,6.26,0.76
25.45,49.76,45-50%,Los Angeles,3272,74.94,13.11,4.52,0,7.43,0
38.11,72.35,70-75%,Los Angeles,7840,77.27,13.15,5.33,0.22,3.78,0.26
42.60,78.82,75-80%,Los Angeles,5449,79.26,11.71,2.97,0,5.21,0.84
47.01,84.48,80-85%,Los Angeles,4582,79.16,9.95,4.19,0.55,6.15,0
36.29,69.53,65-70%,Los Angeles,4677,72.57,17.32,4.3,0,5.6,0.21
37.31,71.08,70-75%,Los Angeles,4596,66.23,18.3,6.48,0.54,7.48,0.96
26.45,51.80,50-55%,Los Angeles,4898,69.17,14.45,5.92,0,8.94,1.51
NA,NA,NA,Los Angeles,31,38.71,61.29,0,0,0,0
42.97,79.44,75-80%,Los Angeles,6262,79.58,10.59,3.18,0,4.39,2.27
45.52,82.60,80-85%,Los Angeles,7267,70.51,15.34,5.96,0,6.63,1.55
47.54,85.00,80-85%,Los Angeles,5203,65.69,12.9,7.09,0.19,13.72,0.4
40.25,75.38,75-80%,Los Angeles,4188,72.18,7.64,6.42,0.31,11.87,1.58
45.48,82.55,80-85%,Los Angeles,3409,61.84,7.77,8.95,0,20.53,0.91
48.04,85.51,85-90%,Los Angeles,6624,70.49,9.27,3.97,0,15.02,1.25
49.13,86.91,85-90%,Los Angeles,5686,81.02,6.81,3.8,0.47,7.02,0.88
48.71,86.40,85-90%,Los Angeles,4482,62.14,6.47,10.71,0,20.3,0.38
43.53,80.16,80-85%,Los Angeles,4107,56.61,13.95,7.62,0,20.96,0.85
55.92,93.19,90-95%,Los Angeles,2423,78.42,5.57,3.76,0.25,9.16,2.85
42.97,79.45,75-80%,Los Angeles,5260,87.03,3.88,3.33,0.15,4.77,0.84
50.12,88.01,85-90%,Los Angeles,4416,54.33,8.38,5.21,0.43,30.62,1.04
43.58,80.22,80-85%,Los Angeles,6819,74.01,11.76,0.67,0,13.04,0.51
37.11,70.75,70-75%,Los Angeles,6198,73.81,12.94,0,0,12.88,0.37
40.59,76.02,75-80%,Los Angeles,7156,60.97,10.62,5.49,0.45,20.43,2.04
38.43,72.86,70-75%,Los Angeles,5033,77.93,12,1.65,0,6.98,1.45
