chemical,date,latitude,longitude,measurement,units
Perfluorooctanoic acid (PFOA),2023-10-18,39.746602,-121.836752,8.5,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-01,39.726332,-121.83125,10,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-09,39.753302,-121.813661,8.2,NG/L
Perfluorooctanoic acid (PFOA),2023-08-09,39.753302,-121.813661,2.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-09,39.753302,-121.813661,10,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-11,39.753302,-121.813661,21,NG/L
Perfluorooctanoic acid (PFOA),2023-10-11,39.753302,-121.813661,6.1,NG/L
Perfluorooctanoic acid (PFOA),2023-04-20,39.760866,-121.809214,2,NG/L
Perfluorooctanoic acid (PFOA),2023-08-09,39.760866,-121.809214,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-15,39.730829,-121.868884,7.9,NG/L
Perfluorooctanoic acid (PFOA),2023-02-02,39.71926,-121.79986,2,NG/L
Perfluorooctanoic acid (PFOA),2023-01-31,39.734777,-121.838978,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-31,39.7333,-121.848552,2.5,NG/L
Perfluorooctanoic acid (PFOA),2023-10-12,33.987366,-117.563031,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-05,33.989357,-117.541095,26,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-18,39.748119,-121.855147,6.7,NG/L
Perfluorooctanoic acid (PFOA),2023-04-19,39.726332,-121.83125,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-28,39.723646,-121.818205,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-03,39.750647,-121.794764,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-12,39.730829,-121.868884,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-03,39.726497,-121.780696,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-03,39.726497,-121.780696,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-31,39.730809,-121.833838,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-23,33.878293,-117.560548,220,NG/L
Perfluorooctanoic acid (PFOA),2023-04-07,33.982502,-117.57617,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-07,33.977989,-117.592931,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-08-10,39.722333,-121.82611,3.1,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-02,39.751121,-121.858179,5.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-03,39.750647,-121.794764,2,NG/L
Perfluorooctanoic acid (PFOA),2023-04-19,39.734777,-121.838978,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-19,39.530157,-122.207058,2,NG/L
Perfluorooctanoic acid (PFOA),2023-06-07,33.879643,-117.571694,110,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-16,33.88382,-117.57684,17,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-18,33.998968,-117.404684,11,NG/L
Perfluorooctanoic acid (PFOA),2023-04-25,39.737234,-121.817732,2.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-26,39.737234,-121.817732,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-08,39.743202,-121.820791,3.8,NG/L
Perfluorooctanoic acid (PFOA),2023-04-27,39.777486,-121.83775,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-29,39.768535,-121.879684,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-18,33.879643,-117.571694,160,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-18,33.879643,-117.571694,210,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-18,33.878446,-117.580079,56,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-04,34.017491,-117.376321,11,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-19,33.979616,-117.585525,2,NG/L
Perfluorooctanoic acid (PFOA),2023-01-19,33.979616,-117.585525,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-11,33.977989,-117.592931,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-10-11,33.977989,-117.592931,2.4,NG/L
Perfluorooctanoic acid (PFOA),2023-03-22,39.761197,-121.832975,2.4,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-31,39.758862,-121.852411,6,NG/L
Perfluorooctanoic acid (PFOA),2023-08-15,39.777486,-121.83775,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-23,39.146881,-121.580575,25,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-17,34.464372,-118.609566,8.4,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-14,34.107311,-118.016866,4.5,NG/L
Perfluorooctanoic acid (PFOA),2023-06-07,33.88382,-117.57684,18,NG/L
Perfluorooctanoic acid (PFOA),2023-08-09,39.761197,-121.832975,2.1,NG/L
Perfluorooctanoic acid (PFOA),2023-08-28,34.464372,-118.609566,5.7,NG/L
Perfluorooctanoic acid (PFOA),2023-06-07,33.878446,-117.580079,44,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-07,33.877308,-117.574567,110,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-01,39.761793,-121.864801,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-15,39.743282,-121.827679,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-30,34.464372,-118.609566,5.3,NG/L
Perfluorooctanoic acid (PFOA),2023-05-09,34.107311,-118.016866,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-11,34.107311,-118.016866,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-27,34.107311,-118.016866,6,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-06,34.017487,-117.375753,15,NG/L
Perfluorooctanoic acid (PFOA),2023-07-06,34.017487,-117.375753,9.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-07,39.796684,-121.846349,2,NG/L
Perfluorooctanoic acid (PFOA),2023-12-05,39.732836,-121.787199,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-26,39.7333,-121.848552,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-26,39.7333,-121.848552,2.7,NG/L
Perfluorooctanoic acid (PFOA),2023-10-26,39.7333,-121.848552,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-01,34.412831,-118.464266,13,NG/L
Perfluorooctanoic acid (PFOA),2023-09-11,33.9067,-118.2435,2,NG/L
Perfluorooctanoic acid (PFOA),2023-04-07,33.99348,-117.59852,9.2,NG/L
Perfluorooctanoic acid (PFOA),2023-08-01,39.757015,-121.802486,2,NG/L
Perfluorooctanoic acid (PFOA),2023-02-08,39.751121,-121.858179,5.5,NG/L
Perfluorooctanoic acid (PFOA),2023-02-28,39.730809,-121.833838,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-15,39.511326,-121.568664,10,NG/L
Perfluorooctanoic acid (PFOA),2023-07-18,39.511326,-121.568664,11,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-07,33.9067,-118.2435,2,NG/L
Perfluorooctanoic acid (PFOA),2023-12-07,33.9067,-118.2435,2,NG/L
Perfluorooctanoic acid (PFOA),2023-04-14,33.881676,-118.227583,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-13,33.909446,-118.216066,13,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-05,33.800487,-118.272558,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-18,33.878822,-117.575222,160,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-18,33.996388,-117.39638,17,NG/L
Perfluorooctanoic acid (PFOA),2023-01-13,33.907447,-118.211247,2.4,NG/L
Perfluorooctanoic acid (PFOA),2023-05-23,33.865582,-118.203358,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-11,34.002182,-118.167028,35,NG/L
Perfluorooctanoic acid (PFOA),2023-04-11,34.002182,-118.167028,6,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-11,33.926188,-118.241936,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-22,34.002182,-118.167028,37,NG/L
Perfluorooctanoic acid (PFOA),2023-08-22,34.002182,-118.167028,7.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-28,33.993752,-118.142928,47,NG/L
Perfluorooctanoic acid (PFOA),2023-09-19,33.993752,-118.142928,17,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-28,39.530157,-122.207058,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-07,33.886681,-117.572208,18,NG/L
Perfluorooctanoic acid (PFOA),2023-06-07,33.886681,-117.572208,24,NG/L
Perfluorooctanoic acid (PFOA),2023-10-05,33.466749,-117.118069,5.1,NG/L
Perfluorooctanoic acid (PFOA),2023-01-18,33.996783,-117.395206,11,NG/L
Perfluorooctanoic acid (PFOA),2023-07-06,33.986137,-117.566776,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-04-26,39.771036,-121.8675,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-19,39.73526,-121.839867,3.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-11,39.753048,-121.782256,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-13,33.88097,-118.237533,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-14,33.907447,-118.211247,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-07-12,33.864397,-118.217131,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-05,33.993696,-117.540961,6,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-16,39.734496,-121.807229,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-20,33.831511,-118.225293,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-18,34.013467,-118.169664,14,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-12,39.744123,-122.014231,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-27,39.519029,-122.187132,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-26,39.153243,-121.573906,2.8,NG/L
Perfluorooctanoic acid (PFOA),2023-10-09,39.16352,-121.562312,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-23,39.104086,-121.561919,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-10,34.107311,-118.016866,6.1,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-19,33.88,-117.5769,42,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-25,39.73526,-121.839867,3.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-25,39.73526,-121.839867,4.6,NG/L
Perfluorooctanoic acid (PFOA),2023-07-25,39.73526,-121.839867,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-18,34.005791,-118.176729,17,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-26,39.514263,-122.199052,2,NG/L
Perfluorooctanoic acid (PFOA),2023-08-28,34.47511,-118.6111,4.5,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-30,34.47511,-118.6111,6.6,NG/L
Perfluorooctanoic acid (PFOA),2023-05-09,34.660129,-118.168059,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-11,34.033201,-118.147379,2,NG/L
Perfluorooctanoic acid (PFOA),2023-04-11,34.033201,-118.147379,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-31,39.514263,-122.199052,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-14,39.514263,-122.199052,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-18,39.157024,-121.580442,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-13,34.114892,-118.005919,2.6,NG/L
Perfluorooctanoic acid (PFOA),2023-07-13,34.114892,-118.005919,1.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-07,34.659618,-118.168069,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-14,34.455876,-118.49762,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-14,34.417036,-118.435481,9,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-13,34.422969,-118.505913,32,NG/L
Perfluorooctanoic acid (PFOA),2023-10-18,33.88,-117.5769,41,NG/L
Perfluorooctanoic acid (PFOA),2023-07-06,33.987366,-117.563031,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-30,33.989357,-117.541095,29,NG/L
Perfluorooctanoic acid (PFOA),2023-01-30,33.989357,-117.541095,13,NG/L
Perfluorooctanoic acid (PFOA),2023-10-11,34.1048,-118.008453,4.1,NG/L
Perfluorooctanoic acid (PFOA),2023-06-08,34.413773,-118.457311,15,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-07,33.873369,-117.557378,110,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-24,34.005083,-118.1407,46,NG/L
Perfluorooctanoic acid (PFOA),2023-08-02,34.094357,-118.026317,5,NG/L
Perfluorooctanoic acid (PFOA),2023-11-01,34.094357,-118.026317,5,NG/L
Perfluorooctanoic acid (PFOA),2023-02-23,34.093904,-118.026487,5.5,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-25,34.042283,-118.021807,1.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-05,34.005083,-118.1407,42,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-24,34.094357,-118.026317,9.6,NG/L
Perfluorooctanoic acid (PFOA),2023-08-24,34.094357,-118.026317,4.3,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-06,34.094357,-118.026317,12,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-07,34.093904,-118.026487,13,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-28,39.188481,-123.197482,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-08-17,34.042813,-118.021036,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-09-06,34.093904,-118.026487,5.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-07,34.005983,-118.141233,34,NG/L
Perfluorooctanoic acid (PFOA),2023-02-07,34.005983,-118.141233,9.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-17,34.086586,-118.009813,9.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-11,34.005892,-118.163173,38,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-12,34.086586,-118.009813,12,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-02,34.005983,-118.141233,33,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-04,34.005083,-118.1407,36,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-13,34.005983,-118.141233,44,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-22,34.086511,-118.009768,2.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-17,34.086511,-118.009768,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-12,34.042813,-118.021036,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-02,33.994781,-118.11355,18,NG/L
Perfluorooctanoic acid (PFOA),2023-06-13,33.994781,-118.11355,18,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-16,34.086511,-118.009768,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-06-21,39.187707,-123.198625,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-14,33.994781,-118.11355,35,NG/L
Perfluorooctanoic acid (PFOA),2023-11-14,33.994781,-118.11355,12,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-17,34.086511,-118.009768,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-07-17,34.086511,-118.009768,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-24,34.056043,-118.002441,8.2,NG/L
Perfluorooctanoic acid (PFOA),2023-06-21,39.187717,-123.199411,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-28,39.187717,-123.199411,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-06-21,39.188482,-123.199318,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-04-18,40.464998,-122.295397,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-16,34.086511,-118.009768,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-16,34.086511,-118.009768,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-28,39.188482,-123.199318,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-06-21,39.188575,-123.198103,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-18,40.498235,-122.305531,4.2,NG/L
Perfluorooctanoic acid (PFOA),2023-04-18,40.498235,-122.305531,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-23,34.094357,-118.026317,9.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-28,39.188575,-123.198103,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-21,39.188482,-123.199318,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-06-21,39.188471,-123.199097,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-28,39.188458,-123.198725,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-09-28,39.188566,-123.197787,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-21,39.188481,-123.197482,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-06-21,39.188482,-123.199318,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-09-28,39.188482,-123.199318,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-11,40.519,-122.303117,4.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-07,40.506624,-122.300136,3.6,NG/L
Perfluorooctanoic acid (PFOA),2023-10-11,40.506624,-122.300136,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-21,40.464998,-122.295397,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-23,40.464998,-122.295397,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-10-11,40.519,-122.303117,2.7,NG/L
Perfluorooctanoic acid (PFOA),2023-06-28,34.136754,-118.274434,20,NG/L
Perfluorooctanoic acid (PFOA),2023-06-28,34.157702,-118.286681,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-24,34.160067,-118.283382,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-24,33.926964,-118.081522,3.5,NG/L
Perfluorooctanoic acid (PFOA),2023-11-02,34.158339,-118.285996,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-20,34.119068,-117.753808,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-11-02,34.15808,-118.286316,2,NG/L
Perfluorooctanoic acid (PFOA),2023-01-31,33.977837,-118.205337,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-28,34.158339,-118.285996,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-28,34.220041,-118.250523,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-25,33.977789,-118.192422,17,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-08,33.982683,-118.31235,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-03,34.294019,-118.457331,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-28,33.961371,-118.151428,24,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-28,34.219255,-118.249106,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-03,33.982699,-118.311228,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-03,33.920326,-118.234131,1.6,NG/L
Perfluorooctanoic acid (PFOA),2023-07-25,33.981712,-118.243951,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-01-19,33.916916,-118.08667,11,NG/L
Perfluorooctanoic acid (PFOA),2023-07-10,33.982699,-118.311228,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-11,33.982857,-118.312693,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-11,33.982851,-118.313193,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-03,33.982699,-118.311228,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-04,33.982683,-118.31235,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-03,34.293949,-118.457515,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-13,34.106715,-117.945318,1.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-19,34.204799,-118.237037,6.1,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-26,33.920326,-118.234131,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-09-20,34.115871,-117.751593,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-01-23,33.981712,-118.243951,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-05-03,33.982777,-118.309715,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-20,34.118141,-117.749979,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-18,33.915657,-118.297268,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-18,33.908997,-118.29291,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-17,33.908997,-118.29291,2,NG/L
Perfluorooctanoic acid (PFOA),2023-04-17,33.905617,-118.088974,5.3,NG/L
Perfluorooctanoic acid (PFOA),2023-06-22,34.489193,-118.614575,2,NG/L
Perfluorooctanoic acid (PFOA),2023-03-09,34.095226,-118.10844,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-17,33.915657,-118.297268,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-04,34.089775,-117.945332,8,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-18,33.91617,-118.297423,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-22,33.946507,-118.113138,36,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-29,33.927006,-118.08197,16,NG/L
Perfluorooctanoic acid (PFOA),2023-03-02,34.04518,-117.726138,1.95,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-13,34.060401,-118.009606,5.5,NG/L
Perfluorooctanoic acid (PFOA),2023-06-22,34.42694,-118.40868,16,NG/L
Perfluorooctanoic acid (PFOA),2023-04-12,34.072929,-118.037843,1.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-11,34.060374,-118.007022,15,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-20,34.07276,-118.044091,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-07-20,34.07276,-118.044091,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-07-05,34.089285,-117.945448,4.4,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-14,33.972337,-118.136449,30,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-24,33.867618,-118.33509,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-11-02,34.088945,-117.945662,3.7,NG/L
Perfluorooctanoic acid (PFOA),2023-05-22,34.004882,-118.232122,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-22,33.998245,-118.204939,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-23,33.907955,-118.09272,25,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-22,33.939482,-118.103406,23,NG/L
Perfluorooctanoic acid (PFOA),2023-08-22,33.939482,-118.103406,12,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-22,33.951528,-118.150404,21,NG/L
Perfluorooctanoic acid (PFOA),2023-08-22,33.951528,-118.150404,12,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-22,33.917497,-118.132933,41,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-15,33.917497,-118.132933,49,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-14,34.066307,-117.967487,2,NG/L
Perfluorooctanoic acid (PFOA),2023-03-14,34.066307,-117.967487,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-09,34.152371,-117.918925,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-05-16,33.963401,-118.121959,14,NG/L
Perfluorooctanoic acid (PFOA),2023-11-14,33.963401,-118.121959,13,NG/L
Perfluorooctanoic acid (PFOA),2023-10-12,34.07276,-118.044091,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-04-12,34.078368,-118.057675,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-02-16,33.910204,-118.069903,1.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-26,33.910204,-118.069903,1.6,NG/L
Perfluorooctanoic acid (PFOA),2023-03-03,33.908966,-118.293686,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-27,34.00538,-118.230679,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-02-09,34.150768,-117.920428,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-06,33.884129,-118.121563,12,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-22,33.948224,-118.129969,24,NG/L
Perfluorooctanoic acid (PFOA),2023-06-22,33.936593,-118.133942,9.3,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-22,33.936593,-118.133942,34,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-20,34.075239,-118.042852,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-12,34.079,-118.062739,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-17,33.884129,-118.121563,14,NG/L
Perfluorooctanoic acid (PFOA),2023-06-22,33.96152,-118.137645,13,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-14,33.948224,-118.129969,24,NG/L
Perfluorooctanoic acid (PFOA),2023-11-14,33.940723,-118.127972,16,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-12,34.070949,-118.030408,4.3,NG/L
Perfluorooctanoic acid (PFOA),2023-04-12,34.070949,-118.030408,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-08,33.931619,-118.099589,39,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-17,33.884129,-118.121563,13,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-29,33.936967,-118.117915,40,NG/L
Perfluorooctanoic acid (PFOA),2023-11-14,33.933879,-118.140833,14,NG/L
Perfluorooctanoic acid (PFOA),2023-09-18,37.530484,-122.00989,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-09,37.530484,-122.00989,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-13,37.690106,-121.781655,13,NG/L
Perfluorooctanoic acid (PFOA),2023-10-25,37.690106,-121.781655,5,NG/L
Perfluorooctanoic acid (PFOA),2023-02-09,37.676878,-121.795501,2.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-04,37.685036,-121.87643,41,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-28,39.188488,-123.199204,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-21,39.188566,-123.197787,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-16,37.662781,-121.883313,6,NG/L
Perfluorooctanoic acid (PFOA),2023-06-19,37.56531,-121.978,2.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-31,37.676878,-121.795501,2.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-06,37.672069,-121.872138,18,NG/L
Perfluorooctanoic acid (PFOA),2023-07-06,37.672069,-121.872138,4.4,NG/L
Perfluorooctanoic acid (PFOA),2023-08-03,37.672069,-121.872138,3.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-21,39.187717,-123.199411,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-21,39.188458,-123.198725,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-07-17,37.662781,-121.883313,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-14,37.566489,-121.978881,9.6,NG/L
Perfluorooctanoic acid (PFOA),2023-06-14,37.566489,-121.978881,2,NG/L
Perfluorooctanoic acid (PFOA),2023-02-09,37.682975,-121.799819,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-31,37.683082,-121.789807,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-28,39.187717,-123.199411,1.8,NG/L
