chemical,date,latitude,longitude,measurement,units
Perfluorooctanoic acid (PFOA),2023-05-03,37.562131,-121.980426,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-07,37.562131,-121.980426,14,NG/L
Perfluorooctanoic acid (PFOA),2023-08-07,37.562131,-121.980426,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-14,37.56531,-121.978,10,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-09,37.546484,-122.024965,5.2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-28,39.187784,-123.197542,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-28,39.188566,-123.197787,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-26,37.562399,-121.97953,15,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-27,37.56531,-121.978,9.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-21,37.531867,-121.99729,3.5,NG/L
Perfluorooctanoic acid (PFOA),2023-10-16,37.531867,-121.99729,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-23,37.67691,-121.763942,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-12,37.577426,-121.991034,4.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-24,37.683082,-121.789807,4.3,NG/L
Perfluorooctanoic acid (PFOA),2023-04-24,37.683082,-121.789807,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-03,37.676878,-121.795501,2.1,NG/L
Perfluorooctanoic acid (PFOA),2023-04-03,37.676878,-121.795501,2.5,NG/L
Perfluorooctanoic acid (PFOA),2023-10-31,37.683082,-121.789807,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-31,37.683082,-121.789807,4.9,NG/L
Perfluorooctanoic acid (PFOA),2023-02-27,37.561806,-121.980176,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-26,37.561917,-121.979211,13,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-25,37.680161,-121.757127,12,NG/L
Perfluorooctanoic acid (PFOA),2023-01-25,37.680161,-121.757127,3.4,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-15,37.687846,-121.778009,19,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-09,37.676878,-121.795501,2.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-26,37.676878,-121.795501,2.5,NG/L
Perfluorooctanoic acid (PFOA),2023-07-06,37.676552,-121.860434,3.6,NG/L
Perfluorooctanoic acid (PFOA),2023-08-03,37.676552,-121.860434,3.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-04,37.678602,-121.894944,2,NG/L
Perfluorooctanoic acid (PFOA),2023-03-13,37.56602,-121.978535,1.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-19,37.561879,-121.98039,12,NG/L
Perfluorooctanoic acid (PFOA),2023-10-31,37.676878,-121.795501,3.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-04,37.672896,-121.872233,13,NG/L
Perfluorooctanoic acid (PFOA),2023-06-19,37.566457,-121.978268,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-25,37.690106,-121.781655,4.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-09,37.682753,-121.78573,4.8,NG/L
Perfluorooctanoic acid (PFOA),2023-02-09,37.682753,-121.78573,2.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-27,37.680161,-121.757127,14,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-07,37.676552,-121.860434,25,NG/L
Perfluorooctanoic acid (PFOA),2023-09-07,37.676552,-121.860434,3.5,NG/L
Perfluorooctanoic acid (PFOA),2023-02-08,37.538597,-122.020599,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-19,37.67691,-121.763942,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-09,37.683082,-121.789807,4.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-09,37.683082,-121.789807,4.6,NG/L
Perfluorooctanoic acid (PFOA),2023-06-14,37.56602,-121.978535,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-09,37.546484,-122.024965,4.1,NG/L
Perfluorooctanoic acid (PFOA),2023-08-14,37.566457,-121.978268,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-07,37.690106,-121.781655,11,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-25,37.690106,-121.781655,13,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-20,37.683082,-121.789807,5.5,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-07,37.566251,-121.978708,9,NG/L
Perfluorooctanoic acid (PFOA),2023-05-17,37.538463,-122.020556,2.8,NG/L
Perfluorooctanoic acid (PFOA),2023-05-04,37.672896,-121.872233,3.3,NG/L
Perfluorooctanoic acid (PFOA),2023-04-17,37.682753,-121.78573,2.6,NG/L
Perfluorooctanoic acid (PFOA),2023-10-31,37.683082,-121.789807,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-15,37.688324,-121.878431,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-21,37.662781,-121.883313,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-18,37.662781,-121.883313,2.3,NG/L
Perfluorooctanoic acid (PFOA),2023-02-27,37.562399,-121.97953,1.9,NG/L
Perfluorooctanoic acid (PFOA),2023-05-17,37.546626,-122.024923,2,NG/L
Perfluorooctanoic acid (PFOA),2023-08-03,37.672896,-121.872233,2.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-19,37.56531,-121.978,11,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-22,37.561879,-121.98039,12,NG/L
Perfluorooctanoic acid (PFOA),2023-05-03,37.565561,-121.978125,2.2,NG/L
Perfluorooctanoic acid (PFOA),2023-06-26,37.562399,-121.97953,2.1,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-18,40.464998,-122.295397,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-03,37.692246,-121.867178,41,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-13,37.565561,-121.978125,7.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-14,37.565204,-121.977622,9,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-16,37.561917,-121.979211,13,NG/L
Perfluorooctanoic acid (PFOA),2023-03-13,37.565204,-121.977622,3.2,NG/L
Perfluorooctanoic acid (PFOA),2023-08-09,37.566489,-121.978881,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-13,37.566251,-121.978708,8.5,NG/L
Perfluorooctanoic acid (PFOA),2023-07-25,37.690106,-121.781655,5,NG/L
Perfluorooctanoic acid (PFOA),2023-10-16,37.680161,-121.757127,3.3,NG/L
Perfluorooctanoic acid (PFOA),2023-11-15,37.692246,-121.867178,3.5,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-18,37.561879,-121.979416,12,NG/L
Perfluorooctanoic acid (PFOA),2023-06-14,37.565204,-121.977622,3.6,NG/L
Perfluorooctanoic acid (PFOA),2023-08-09,37.565204,-121.977622,3,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-03,37.566251,-121.978708,11,NG/L
Perfluorooctanoic acid (PFOA),2023-05-17,37.546484,-122.024965,4.3,NG/L
Perfluorooctanoic acid (PFOA),2023-07-25,40.464998,-122.295397,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-17,37.530484,-122.00989,6.4,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-15,37.678602,-121.894944,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-07,37.561806,-121.980176,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-16,37.562399,-121.97953,14,NG/L
Perfluorooctanoic acid (PFOA),2023-08-16,37.562399,-121.97953,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-16,37.680161,-121.757127,14,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-09,37.662781,-121.883313,5.7,NG/L
Perfluorooctanoic acid (PFOA),2023-01-09,37.662781,-121.883313,2.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-16,37.562432,-121.979327,13,NG/L
Perfluorooctanoic acid (PFOA),2023-08-16,37.562432,-121.979327,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-10,36.618233,-121.839954,7.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-17,36.615303,-121.8539,5.7,NG/L
Perfluorooctanoic acid (PFOA),2023-01-17,36.615303,-121.8539,6.9,NG/L
Perfluorooctanoic acid (PFOA),2023-11-16,36.201588,-121.133359,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-16,36.211493,-121.135207,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-16,36.211493,-121.135207,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-17,36.618497,-121.850336,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-07,36.615303,-121.8539,8.3,NG/L
Perfluorooctanoic acid (PFOA),2023-11-07,36.615303,-121.8539,14.7,NG/L
Perfluorooctanoic acid (PFOA),2023-07-11,36.505606,-121.446378,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-03,36.505606,-121.446378,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-09,36.5044,-121.437678,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-13,36.618497,-121.850336,4,NG/L
Perfluorooctanoic acid (PFOA),2023-11-16,38.452705,-121.824609,2,NG/L
Perfluorooctanoic acid (PFOA),2023-02-15,38.322934,-121.922288,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-13,36.6156,-121.8537,7.8,NG/L
Perfluorooctanoic acid (PFOA),2023-11-16,36.211458,-121.138575,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-17,38.453084,-121.830102,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-06,37.672896,-121.872233,25,NG/L
Perfluorooctanoic acid (PFOA),2023-07-06,37.672896,-121.872233,3.3,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-02,36.702703,-121.631074,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-02,36.664555,-121.670204,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-08,36.670208,-121.67952,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-19,38.325687,-121.92541,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-07,36.618464,-121.850258,4,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-17,36.659359,-121.605977,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-06,38.452705,-121.824609,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-04,37.672069,-121.872138,17,NG/L
Perfluorooctanoic acid (PFOA),2023-05-04,37.672069,-121.872138,3.8,NG/L
Perfluorooctanoic acid (PFOA),2023-11-17,38.449459,-121.836607,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-07,36.703158,-121.630944,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-03,37.676552,-121.860434,21,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-04,37.676552,-121.860434,34,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-01,36.201588,-121.133359,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-23,36.201588,-121.133359,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-01,38.452705,-121.824609,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-15,37.685036,-121.87643,5.4,NG/L
Perfluorooctanoic acid (PFOA),2023-10-04,37.685036,-121.87643,5.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-02,38.45107,-121.819117,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-10,36.674646,-121.641308,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-16,38.452705,-121.824609,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-05,36.703158,-121.630944,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-02,36.648044,-121.630703,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-08,36.606186,-121.64275,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-03,38.444632,-121.826442,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-01,38.442276,-121.840163,2,NG/L
Perfluorooctanoic acid (PFOA),2023-03-07,36.685299,-121.6042,2,NG/L
Perfluorooctanoic acid (PFOA),2023-08-08,36.665164,-121.616581,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-28,36.604949,-121.639359,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-28,36.604949,-121.639359,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-28,36.600234,-121.631692,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-28,36.598692,-121.628689,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-12,36.682388,-121.609249,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-24,36.690427,-121.626143,2,NG/L
Perfluorooctanoic acid (PFOA),2023-04-24,36.682388,-121.609249,2,NG/L
Perfluorooctanoic acid (PFOA),2023-06-08,36.606186,-121.64275,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-21,36.866056,-121.740234,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-21,36.866056,-121.740234,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-08,36.659683,-121.740839,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-04,37.672069,-121.872138,3.6,NG/L
Perfluorooctanoic acid (PFOA),2023-09-12,36.682388,-121.609249,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-12,36.696275,-121.614339,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-06,38.452705,-121.824609,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-01,38.452705,-121.824609,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-01,36.863497,-121.737728,2,NG/L
Perfluorooctanoic acid (PFOA),2023-01-25,36.661839,-121.755287,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-17,36.649292,-121.726892,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-17,36.649292,-121.726892,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-06,38.452705,-121.824609,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-12,36.688889,-121.605806,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-08,36.671691,-121.782446,2,NG/L
Perfluorooctanoic acid (PFOA),2023-08-08,36.671691,-121.782446,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-21,36.781269,-121.708071,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-07,36.775435,-121.722126,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-02,36.664555,-121.670204,2,NG/L
Perfluorooctanoic acid (PFOA),2023-02-01,36.201588,-121.133359,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-16,36.201588,-121.133359,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-29,36.661127,-121.660679,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-08,36.650449,-121.630696,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-08,36.666976,-121.751214,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-16,36.499032,-121.435876,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-16,36.518136,-121.438029,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-14,36.67812,-121.630138,2,NG/L
Perfluorooctanoic acid (PFOA),2023-01-24,36.650449,-121.630696,2,NG/L
Perfluorooctanoic acid (PFOA),2023-09-28,38.216657,-121.847782,3.5,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-21,36.781269,-121.708071,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-14,36.67812,-121.630138,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-11,36.499032,-121.435876,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-03,36.518136,-121.438029,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-15,36.659359,-121.605977,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-02,36.688262,-121.665903,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-02,36.665164,-121.616581,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-07,36.665164,-121.616581,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-20,38.02279,-121.956388,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-08,36.897881,-121.737025,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-11,36.505606,-121.446378,2,NG/L
Perfluorooctanoic acid (PFOA),2023-02-22,36.650449,-121.630696,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-11,36.5044,-121.437678,2,NG/L
Perfluorooctanoic acid (PFOA),2023-10-10,36.674646,-121.641308,2,NG/L
Perfluorooctanoic acid (PFOA),2023-12-05,36.732742,-121.651104,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-30,36.711972,-121.649291,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-07,36.703158,-121.630944,2,NG/L
Perfluorooctanoic acid (PFOA),2023-12-05,36.709899,-121.632764,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-12,36.688262,-121.665903,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-22,36.648044,-121.630703,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-05,36.732742,-121.651104,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-10,36.648044,-121.630703,2,NG/L
Perfluorooctanoic acid (PFOA),2023-11-28,36.600234,-121.631692,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-31,34.255893,-119.156822,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-08-14,34.252906,-119.142645,1.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-20,34.248613,-119.156903,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-17,34.246546,-119.15691700000001,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-04,34.232555,-118.930637,40,NG/L
Perfluorooctanoic acid (PFOA),2023-07-26,33.886769,-118.110674,2.1,NG/L
Perfluorooctanoic acid (PFOA),2023-04-26,34.246546,-119.15691700000001,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-20,34.246546,-119.15691700000001,1.9,NG/L
Perfluorooctanoic acid (PFOA),2023-04-14,34.227172,-119.175233,2,NG/L
Perfluorooctanoic acid (PFOA),2023-02-22,34.134626,-117.700313,6.2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-03,34.242522,-119.158036,4,NG/L
Perfluorooctanoic acid (PFOA),2023-04-12,34.242522,-119.158036,1.9,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-18,34.234496,-119.167311,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-28,34.234496,-119.167311,2.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-25,35.111039,-120.622093,2,NG/L
Perfluorooctanoic acid (PFOA),2023-06-12,35.111039,-120.622093,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-17,34.239312,-119.153292,2.6,NG/L
Perfluorooctanoic acid (PFOA),2023-01-17,34.239312,-119.153292,2,NG/L
Perfluorooctanoic acid (PFOA),2023-04-26,34.247344,-119.15811,2,NG/L
Perfluorooctanoic acid (PFOA),2023-03-23,34.242829,-119.155124,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-20,34.246546,-119.15691700000001,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-04-12,34.242092,-119.157524,1.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-18,34.140291,-119.105068,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-08-14,34.238865,-119.166784,4.9,NG/L
Perfluorooctanoic acid (PFOA),2023-03-31,34.134626,-117.700313,5.9,NG/L
Perfluorooctanoic acid (PFOA),2023-08-28,34.234449,-119.167083,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-05-18,34.234545,-119.167357,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-04-26,34.250407,-119.143394,2,NG/L
Perfluorooctanoic acid (PFOA),2023-05-02,34.134626,-117.700313,7.1,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-22,34.048625,-118.005843,6,NG/L
Perfluorooctanoic acid (PFOA),2023-02-22,34.048625,-118.005843,3,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-28,33.971441,-118.087638,13,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-12,34.242092,-119.157524,4,NG/L
Perfluorooctanoic acid (PFOA),2023-12-07,34.092908,-117.713138,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-17,34.247344,-119.15811,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-12-04,34.233446,-118.930617,40,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-02,34.144186,-117.850681,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-01-27,34.227911,-119.170088,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-10-03,34.242092,-119.157524,4,NG/L
Perfluorooctanoic acid (PFOA),2023-11-01,34.233919,-118.930608,7.5,NG/L
Perfluorooctanoic acid (PFOA),2023-11-06,34.106201,-117.706609,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-22,34.260196,-119.149471,5.7,NG/L
Perfluorooctanoic acid (PFOA),2023-12-04,34.233919,-118.930608,7.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-06,34.124422,-117.720469,5.6,NG/L
Perfluorooctanoic acid (PFOA),2023-11-06,34.124422,-117.720469,26,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-18,34.124888,-117.700748,1.6,NG/L
Perfluorooctanoic acid (PFOA),2023-07-18,34.124888,-117.700748,1.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-17,34.243982,-119.153678,2,NG/L
Perfluorooctanoic acid (PFOA),2023-01-17,34.243982,-119.153678,2,NG/L
Perfluorooctanoic acid (PFOA),2023-07-20,34.249809,-119.155552,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-10-10,35.441678,-120.889008,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-08-14,34.140291,-119.105068,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-06-22,33.878329,-118.020591,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-18,34.255893,-119.156822,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-24,34.252906,-119.142645,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-02-16,34.129016,-117.694233,1.6,NG/L
Perfluorooctanoic acid (PFOA),2023-03-31,34.777749,-120.463154,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-05-22,34.259508,-119.149831,2.3,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-25,34.048625,-118.005843,5.1,NG/L
Perfluorooctanoic acid (PFOA),2023-05-25,34.048625,-118.005843,2.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-23,34.234496,-119.167311,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-16,34.120454,-117.702613,1.6,NG/L
Perfluorooctanoic acid (PFOA),2023-07-27,33.986933,-118.108211,12,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-13,34.141452,-117.853697,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-26,33.898056,-118.115509,17,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-06,34.123081,-117.6869,10,NG/L
Perfluorooctanoic acid (PFOA),2023-03-28,34.01718,-118.083064,5.5,NG/L
Perfluorooctanoic acid (PFOA),2023-05-09,34.016629,-118.083259,4.9,NG/L
Perfluorooctanoic acid (PFOA),2023-01-26,33.894622,-118.129606,3.5,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-05,34.129589,-117.703246,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-04-05,34.129589,-117.703246,2.5,NG/L
Perfluorooctanoic acid (PFOA),2023-07-24,34.242522,-119.158036,4,NG/L
Perfluorooctanoic acid (PFOA),2023-04-13,34.148854,-117.846647,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-03-28,33.971441,-118.087638,9.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-30,34.057733,-118.088849,37,NG/L
Perfluorooctanoic acid (PFOA),2023-09-05,34.054542,-118.078033,8.3,NG/L
Perfluorooctanoic acid (PFOA),2023-10-03,34.242522,-119.158036,4,NG/L
Perfluorooctanoic acid (PFOA),2023-07-12,34.242092,-119.157524,4,NG/L
Perfluorooctanoic acid (PFOA),2023-04-20,33.823536,-118.134232,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-09,33.971441,-118.087638,12,NG/L
Perfluorooctanoic acid (PFOA),2023-05-09,33.971441,-118.087638,7.5,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-09,33.987566,-118.107293,12,NG/L
Perfluorooctanoic acid (PFOA),2023-09-05,34.060664,-118.086488,6.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-23,34.234545,-119.167357,1.7,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-13,34.054542,-118.078033,16,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-27,33.987566,-118.107293,12,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-02,34.148854,-117.846647,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-02-16,34.130467,-117.694422,1.6,NG/L
Perfluorooctanoic acid (PFOA),2023-03-23,34.246546,-119.15691700000001,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-13,34.057733,-118.088849,36,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-31,34.054542,-118.078033,6,NG/L
Perfluorooctane sulfonate (PFOS),2023-11-13,34.056494,-118.072583,11,NG/L
Perfluorooctane sulfonate (PFOS),2023-07-27,33.986933,-118.108211,19,NG/L
Perfluorooctane sulfonate (PFOS),2023-03-30,34.056494,-118.072583,10,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-31,34.057733,-118.088849,30,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-19,34.174307,-119.209577,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-09-05,34.056494,-118.072583,11,NG/L
Perfluorooctanoic acid (PFOA),2023-09-05,34.056494,-118.072583,6.7,NG/L
Perfluorooctanoic acid (PFOA),2023-07-18,34.148854,-117.846647,1.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-26,34.246546,-119.15691700000001,2,NG/L
Perfluorooctane sulfonate (PFOS),2023-01-17,34.245684,-119.152098,1.8,NG/L
Perfluorooctanoic acid (PFOA),2023-01-17,34.249809,-119.155552,2,NG/L
Perfluorooctanoic acid (PFOA),2023-06-22,33.878329,-118.020591,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-11-13,34.057733,-118.088849,15,NG/L
Perfluorooctane sulfonate (PFOS),2023-02-16,34.129016,-117.694233,1.6,NG/L
Perfluorooctane sulfonate (PFOS),2023-04-20,33.819256,-118.134376,1.7,NG/L
Perfluorooctanoic acid (PFOA),2023-08-23,33.971441,-118.087638,8.8,NG/L
Perfluorooctane sulfonate (PFOS),2023-05-01,34.560194,-118.067477,2,NG/L
